Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
16-06-2025 17:00,BIOEN,21.18,21.44,21.14,21.44,750228.0,0.0,0.26,0.01,3150.0,0.26,358125.7,109.49,0.0,True,61.74,2025-06-16,21.06,1.8,0,,20.34,21.48,False,False
16-06-2025 17:00,EREGL,25.56,26.12,25.5,25.98,93892793.0,0.14,0.42,0.1,328.57,0.42,34071755.3,175.57,0.33,True,76.95,2025-06-16,24.8,4.76,0,,23.88,ATH,False,False
16-06-2025 17:00,DSTKF,296.0,307.0,293.5,307.0,255858.0,0.0,11.0,2.1,423.81,11.0,139985.2,82.78,0.0,True,72.45,2025-06-16,288.75,6.32,0,,268.25,ATH,False,False
16-06-2025 17:00,ULUFA,3.64,3.75,3.61,3.72,5642299.0,0.03,0.08,0.02,370.59,0.08,1718727.8,228.28,0.37,True,64.77,2025-06-16,3.58,3.91,0,,3.4,3.77,False,False
16-06-2025 17:00,KRONT,7.6,7.74,7.57,7.73,718168.0,0.01,0.13,0.01,2500.0,0.13,434320.5,65.35,0.08,True,43.45,2025-06-16,7.6,1.71,0,,7.47,9.57,True,False
16-06-2025 17:00,ISFIN,12.06,12.23,12.04,12.2,2361767.0,0.03,0.14,0.02,723.53,0.14,507922.0,364.99,0.21,True,61.98,2025-06-16,12.1,0.83,0,,11.3,12.24,False,False
16-06-2025 17:00,GENIL,146.6,150.5,145.9,150.0,635710.0,0.5,3.4,1.15,195.65,3.4,289395.0,119.67,0.15,True,65.12,2025-06-16,137.8,8.85,0,,133.6,150.9,False,False
16-06-2025 17:00,IHEVA,1.95,1.99,1.95,1.98,354279.0,0.01,0.03,0.0,2900.0,0.03,195850.9,80.89,0.33,True,47.03,2025-06-16,1.96,1.02,0,,1.9,2.0,False,False
16-06-2025 17:00,ODINE,76.85,80.65,76.75,80.05,701762.0,0.6,3.2,0.46,603.3,3.2,154000.9,355.69,0.19,True,73.02,2025-06-16,75.25,6.38,0,,72.0,ATH,False,False
16-06-2025 17:00,KOCMT,12.25,12.45,12.22,12.42,665381.0,0.03,0.17,0.04,325.0,0.17,293658.9,126.58,0.18,True,58.67,2025-06-16,12.09,2.73,0,,11.58,12.74,False,False
16-06-2025 17:00,AKSA,9.15,9.27,9.14,9.24,2067125.0,0.03,0.09,0.02,309.09,0.09,806071.0,156.44,0.33,True,54.83,2025-06-16,9.05,2.1,0,,8.83,9.76,False,False
16-06-2025 16:00,MOBTL,6.71,6.89,6.69,6.87,3236001.0,0.02,0.16,0.05,213.73,0.16,1402680.5,130.7,0.12,True,61.46,2025-06-16,6.39,7.51,0,,6.22,7.15,False,False
16-06-2025 16:00,CATES,27.66,28.24,27.6,28.14,131801.0,0.1,0.48,0.07,566.67,0.48,85143.4,54.8,0.21,True,52.78,2025-06-16,27.6,1.96,0,,27.5,29.52,True,True
