Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
10-11-2025 14:00,SEGYO,6.06,6.49,6.06,6.42,9199949.0,0.07,0.36,0.04,823.08,0.36,2705816.4,240.01,0.19,True,75.77,0.12,0.02,0.1,2025-11-10,5.94,8.08,0,,5.86,ATH,False,False
10-11-2025 14:00,KCAER,12.04,12.35,12.0,12.34,2995748.0,0.01,0.3,0.01,3233.33,0.3,1525384.8,96.39,0.03,True,48.59,-0.2,0.04,-0.24,2025-11-10,12.08,2.15,0,,12.27,12.95,True,False
10-11-2025 14:00,MIATK,37.56,39.68,37.54,39.48,14286443.0,0.2,1.92,0.09,2033.33,1.92,4336773.5,229.43,0.1,True,55.37,-0.31,-0.17,-0.14,2025-11-10,39.28,0.51,0,,38.08,40.78,False,False
10-11-2025 14:00,FORMT,4.02,4.24,4.02,4.22,38450231.0,0.02,0.2,0.02,900.0,0.2,9812067.1,291.87,0.1,True,80.93,0.02,0.02,-0.01,2025-11-10,3.94,7.11,0,,3.91,4.24,False,False
10-11-2025 14:00,LYDHO,186.0,198.3,185.0,198.0,524896.0,0.3,12.0,2.04,488.24,12.0,310676.5,68.95,0.03,True,64.68,-0.65,1.54,-2.19,2025-11-10,182.0,8.79,0,,178.9,226.1,False,False
10-11-2025 13:00,BRSAN,535.0,555.0,534.5,551.0,891611.0,4.0,16.0,1.8,788.89,16.0,483383.4,84.45,0.25,True,74.86,12.99,3.5,9.49,2025-11-10,512.0,7.62,0,,483.0,ATH,False,False
10-11-2025 13:00,BORSK,23.48,24.38,23.44,24.32,1240383.0,0.06,0.84,0.15,460.0,0.84,407706.7,204.23,0.07,True,58.99,-0.16,0.01,-0.18,2025-11-10,23.52,3.4,0,,24.08,24.74,True,True
10-11-2025 13:00,ENERY,9.35,9.59,9.34,9.58,2722952.0,0.01,0.23,0.01,1433.33,0.23,1591944.8,71.05,0.04,True,49.89,-0.1,0.01,-0.11,2025-11-10,9.41,1.81,0,,9.47,10.45,True,True
10-11-2025 13:00,LINK,323.25,333.0,320.75,331.5,263884.0,1.5,8.25,1.45,468.97,8.25,157236.5,67.83,0.18,True,71.02,1.25,1.56,-0.31,2025-11-10,310.5,6.76,0,,308.5,350.0,False,False
10-11-2025 12:00,A1YEN,32.5,33.14,32.36,33.12,417786.0,0.02,0.62,0.09,604.55,0.62,272710.5,53.2,0.03,True,65.37,0.19,0.14,0.05,2025-11-10,31.62,4.74,0,,29.78,33.7,False,False
