Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,Tarih1,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
30-07-2025 09:00,RUBNS,20.52,21.58,20.5,21.28,1958276.0,0.3,0.76,0.15,410.07,0.76,1189937.1,64.57,0.39,True,69.65,2025-07-30,3.3,0,,18.92,27.14,False,False
30-07-2025 09:00,TOASO,214.0,229.5,213.4,226.7,12792048.0,2.8,12.7,1.37,827.01,12.7,7699082.5,66.15,0.22,True,66.6,2025-07-30,5.93,0,,202.7,228.2,False,False
30-07-2025 09:00,IHAAS,39.5,43.74,37.7,43.04,6766031.0,0.7,3.54,0.07,4816.67,3.54,3615142.0,87.16,0.2,True,68.33,2025-07-30,8.2,0,,18.72,43.34,False,False
30-07-2025 09:00,NTGAZ,10.3,11.37,10.25,11.2,26471281.0,0.17,0.9,0.17,420.23,0.9,9228853.2,186.83,0.19,True,76.74,2025-07-30,8.32,0,,8.02,ATH,False,False
30-07-2025 09:00,MEPET,10.09,10.94,9.95,10.94,1572019.0,0.0,0.85,0.03,2400.0,0.85,877537.8,79.14,0.0,True,60.93,2025-07-30,9.95,0,,9.14,13.09,False,False
30-07-2025 09:00,BASCM,14.72,16.18,14.72,16.18,826756.0,0.0,1.46,0.2,622.77,1.46,257055.3,221.63,0.0,True,84.84,2025-07-30,9.92,0,,9.5,ATH,False,False
30-07-2025 09:00,PASEU,88.1,96.8,84.2,96.8,8772014.0,0.0,8.7,0.7,1134.04,8.7,5329558.2,64.59,0.0,True,66.67,2025-07-30,10.0,0,,69.6,ATH,False,False
30-07-2025 09:00,IZMDC,5.45,5.75,5.41,5.67,13957820.0,0.08,0.22,0.04,511.11,0.22,6662032.9,109.51,0.36,True,67.46,2025-07-30,4.61,0,,5.03,ATH,False,False
30-07-2025 09:00,KLSER,30.92,33.98,30.92,33.98,9480022.0,0.0,3.06,0.5,516.94,3.06,3167625.0,199.28,0.0,True,78.82,2025-07-30,9.97,0,,26.74,ATH,False,False
30-07-2025 09:00,LUKSK,86.0,93.1,85.9,93.1,1207504.0,0.0,7.1,0.76,834.21,7.1,300142.3,302.31,0.0,True,75.35,2025-07-30,9.98,0,,73.0,ATH,False,False
30-07-2025 09:00,EUREN,6.25,6.65,6.15,6.55,163322297.0,0.1,0.3,0.02,1204.35,0.3,61460483.2,165.74,0.33,True,69.65,2025-07-30,6.68,0,,5.19,6.86,False,False
30-07-2025 09:00,CRFSA,83.0,90.0,82.4,88.15,1119578.0,1.85,5.15,0.72,620.28,5.15,342119.8,227.25,0.36,True,69.63,2025-07-30,6.46,0,,71.45,88.8,False,False
30-07-2025 09:00,BMSTL,45.76,50.3,45.34,50.3,11576467.0,0.0,4.54,0.59,669.49,4.54,4065345.9,184.76,0.0,True,70.19,2025-07-30,9.97,0,,39.94,61.2,False,False
30-07-2025 09:00,TSKB,13.57,14.34,13.55,14.24,43867271.0,0.1,0.67,0.1,556.86,0.67,28050853.2,56.38,0.15,True,66.96,2025-07-30,5.33,0,,12.61,ATH,False,False
30-07-2025 09:00,YAYLA,25.26,27.82,24.86,27.82,1681929.0,0.0,2.56,0.41,518.36,2.56,712014.1,136.22,0.0,True,69.96,2025-07-30,9.96,0,,20.26,ATH,False,False
30-07-2025 09:00,YAPRK,288.0,308.0,286.25,308.0,642179.0,0.0,20.0,1.92,938.96,20.0,364054.5,76.4,0.0,True,66.22,2025-07-30,10.0,0,,244.0,317.5,False,False
30-07-2025 09:00,VANGD,45.0,48.72,44.02,48.72,1175206.0,0.0,3.72,0.18,1921.74,3.72,547322.0,114.72,0.0,True,60.0,2025-07-30,9.98,0,,42.34,54.5,False,False
29-07-2025 09:00,LMKDC,28.94,30.34,28.94,30.1,9336684.0,0.24,1.16,0.17,598.8,1.16,4475651.3,108.61,0.21,True,68.06,2025-07-29,2.94,0,,23.88,34.54,False,False
29-07-2025 09:00,YKSLN,5.57,6.07,5.45,6.07,25847427.0,0.0,0.5,0.05,880.39,0.5,16872167.9,53.2,0.0,True,72.8,2025-07-29,9.96,0,,4.57,9.39,False,False
29-07-2025 09:00,DENGE,2.55,2.79,2.55,2.79,88290713.0,0.0,0.24,0.05,370.59,0.24,44626269.3,97.84,0.0,True,81.31,2025-07-29,9.84,0,,1.92,ATH,False,False
29-07-2025 09:00,OBASE,33.22,37.66,33.22,37.18,2066838.0,0.48,3.96,0.74,433.69,3.96,1026370.5,101.37,0.12,True,75.07,2025-07-29,7.09,0,,29.54,37.96,False,False
29-07-2025 09:00,ODAS,5.62,5.94,5.6,5.89,128457100.0,0.05,0.27,0.06,373.68,0.27,62323436.4,106.11,0.19,True,74.22,2025-07-29,4.8,0,,4.5,6.08,False,False
29-07-2025 09:00,BOSSA,6.48,7.09,6.47,7.09,12677738.0,0.0,0.61,0.08,692.21,0.61,5269724.7,140.58,0.0,True,82.63,2025-07-29,9.92,0,,5.91,7.22,False,False
29-07-2025 09:00,GMTAS,19.72,21.16,19.45,20.92,2929542.0,0.24,1.2,0.29,313.79,1.2,1748765.0,67.52,0.2,True,76.47,2025-07-29,6.09,0,,15.32,ATH,False,False
