Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,Tarih1,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
08-09-2025 09:00,BORLS,24.0,24.9,23.46,24.9,9394428.0,0.0,0.9,0.31,190.32,0.9,4504327.5,108.56,0.0,True,76.15,1.33,0.14,1.19,2025-09-08,2.55,0,,13.95,27.06,False,False
08-09-2025 09:00,ICBCT,16.13,17.85,15.89,17.65,8211182.0,0.2,1.52,0.11,1233.33,1.52,3885855.2,111.31,0.13,True,65.85,0.4,0.12,0.29,2025-09-08,7.23,0,,14.39,ATH,False,False
08-09-2025 09:00,KBORU,15.0,15.93,14.7,15.8,23009269.0,0.13,0.8,0.02,3100.0,0.8,13298538.3,73.02,0.16,True,62.57,0.59,-0.01,0.6,2025-09-08,4.22,0,,11.66,16.07,False,False
08-09-2025 09:00,KRSTL,10.29,10.94,10.18,10.83,13977960.0,0.11,0.54,0.01,5900.0,0.54,8059959.5,73.42,0.2,True,65.5,0.47,-0.09,0.56,2025-09-08,3.14,0,,8.66,11.26,False,False
08-09-2025 09:00,EUKYO,13.35,14.68,13.06,14.68,1604612.0,0.0,1.33,0.12,1036.75,1.33,499409.8,221.3,0.0,True,64.25,0.01,0.07,-0.06,2025-09-08,9.96,0,,12.57,16.25,False,False
05-09-2025 09:00,VANGD,39.0,42.9,37.5,42.78,756929.0,0.12,3.78,0.07,5627.27,3.78,381407.5,98.46,0.03,True,56.17,-0.78,0.28,-1.06,2025-09-05,9.69,0,,42.34,44.9,True,True
05-09-2025 09:00,CEMZY,28.9,31.5,28.56,31.5,10328365.0,0.0,2.6,0.64,307.52,2.6,5943868.9,73.77,0.0,True,94.94,3.06,0.51,2.55,2025-09-05,9.99,0,,12.98,ATH,False,False
05-09-2025 09:00,PNSUT,12.72,13.99,12.68,13.99,10716020.0,0.0,1.27,0.11,1014.04,1.27,5374304.8,99.39,0.0,True,70.69,0.56,-0.0,0.56,2025-09-05,9.98,0,,11.66,ATH,False,False
04-09-2025 09:00,MAKTK,20.18,22.24,20.14,22.24,41503935.0,0.0,2.06,0.31,553.97,2.06,18192385.9,128.14,0.0,True,74.19,1.04,0.29,0.75,2025-09-04,9.99,0,,16.1,ATH,False,False
04-09-2025 09:00,REEDR,10.33,10.97,10.24,10.84,74208096.0,0.13,0.51,0.03,1940.0,0.51,43677355.9,69.9,0.25,True,58.9,0.14,-0.01,0.15,2025-09-04,4.94,0,,9.89,11.06,False,False
04-09-2025 09:00,QUAGR,8.41,9.19,8.38,9.17,86183842.0,0.02,0.76,0.15,410.07,0.76,41923777.1,105.57,0.03,True,87.63,0.37,0.12,0.25,2025-09-04,9.69,0,,5.33,ATH,False,False
04-09-2025 09:00,KZBGY,14.06,14.94,14.06,14.8,35366879.0,0.14,0.74,0.04,1750.0,0.74,22218865.7,59.17,0.19,True,66.83,0.24,0.0,0.24,2025-09-04,5.79,0,,13.04,ATH,False,False
04-09-2025 09:00,HURGZ,7.91,8.7,7.9,8.66,23581792.0,0.04,0.75,0.14,443.48,0.75,9773699.1,141.28,0.05,True,61.82,0.21,0.03,0.17,2025-09-04,9.48,0,,7.02,8.67,False,False
04-09-2025 09:00,PCILT,25.76,28.3,25.7,28.3,5423103.0,0.0,2.54,0.76,232.46,2.54,2187904.6,147.87,0.0,True,95.28,2.1,0.4,1.7,2025-09-04,9.95,0,,11.83,ATH,False,False
04-09-2025 09:00,BRKO,7.4,8.14,7.4,8.14,1832322.0,0.0,0.74,0.08,873.68,0.74,883807.7,107.32,0.0,True,63.21,0.11,-0.02,0.13,2025-09-04,10.0,0,,6.35,8.2,False,False
04-09-2025 09:00,KOPOL,6.58,6.99,6.58,6.89,31360771.0,0.1,0.31,0.04,656.1,0.31,18980963.8,65.22,0.32,True,74.01,0.23,0.03,0.2,2025-09-04,5.19,0,,5.76,ATH,False,False
04-09-2025 09:00,ONRYT,84.4,91.05,83.8,90.0,2433307.0,1.05,5.6,0.13,4207.69,5.6,1265482.9,92.28,0.19,True,69.34,3.01,-0.18,3.19,2025-09-04,7.14,0,,61.2,ATH,False,False
04-09-2025 09:00,OYAYO,36.1,39.7,35.18,39.7,353355.0,0.0,3.6,0.13,2757.14,3.6,223199.3,58.31,0.0,True,60.3,1.38,-0.39,1.77,2025-09-04,9.97,0,,29.42,42.5,False,False
04-09-2025 09:00,OZYSR,32.16,34.98,32.16,34.82,3340619.0,0.16,2.66,0.41,548.78,2.66,2071949.6,61.23,0.06,True,74.18,1.15,0.07,1.08,2025-09-04,8.41,0,,28.82,ATH,False,False
04-09-2025 09:00,LILAK,29.98,31.88,29.86,31.64,15304140.0,0.24,1.66,0.16,912.2,1.66,9747431.8,57.01,0.14,True,72.84,1.17,0.02,1.15,2025-09-04,6.1,0,,22.32,ATH,False,False
04-09-2025 09:00,BTCIM,4.04,4.32,4.04,4.26,505770350.0,0.06,0.22,0.0,21900.0,0.22,171459637.4,194.98,0.27,True,55.44,-0.08,0.03,-0.11,2025-09-04,5.45,0,,3.99,4.77,True,False
04-09-2025 09:00,HUBVC,2.7,2.99,2.57,2.99,21200520.0,0.0,0.29,0.07,346.15,0.29,10824353.4,95.86,0.0,True,67.61,0.09,0.02,0.07,2025-09-04,9.93,0,,2.31,ATH,False,False
03-09-2025 09:00,FLAP,9.85,10.5,9.61,10.45,5016190.0,0.05,0.6,0.09,589.66,0.6,2228605.3,125.08,0.08,True,63.64,0.16,0.04,0.12,2025-09-03,6.85,0,,9.23,10.7,False,False
03-09-2025 09:00,INVES,545.0,611.0,523.0,608.5,321543.0,2.5,63.5,9.65,558.03,63.5,140805.6,128.36,0.04,True,83.88,56.26,1.34,54.92,2025-09-03,9.54,0,,193.8,ATH,False,False
03-09-2025 09:00,MARTI,4.12,4.4,4.07,4.35,76481867.0,0.05,0.23,0.01,3733.33,0.23,43831436.6,74.49,0.22,True,60.97,0.15,-0.02,0.17,2025-09-03,5.33,0,,2.73,4.76,False,False
03-09-2025 09:00,AVOD,3.87,4.07,3.8,4.07,32442849.0,0.0,0.2,0.04,354.55,0.2,16956730.2,91.33,0.0,True,64.35,0.1,-0.0,0.1,2025-09-03,10.0,0,,3.28,4.43,False,False
03-09-2025 09:00,KAPLM,232.1,255.25,229.5,255.25,421146.0,0.0,23.15,2.39,866.6,23.15,242500.5,73.67,0.0,True,68.5,6.56,2.44,4.12,2025-09-03,9.97,0,,206.5,ATH,False,False
