Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,Tarih1,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
12-05-2025 09:00,A1CAP,5.11,7.04,5.05,7.04,246124927.0,0.0,1.93,0.19,905.21,1.93,64368392.2,282.37,0.0,True,72.45,2025-05-12,38.58,0,,4.62,7.1,False,False
12-05-2025 09:00,BURVA,98.25,107.9,96.35,107.9,530759.0,0.0,9.65,0.92,948.91,9.65,349322.0,51.94,0.0,True,49.0,2025-05-12,9.82,0,,95.3,121.5,True,True
12-05-2025 09:00,TERA,138.4,186.6,133.0,185.0,96369148.0,1.6,46.6,12.4,275.93,46.6,48046100.3,100.58,0.03,True,91.48,2025-05-12,46.94,0,,34.44,ATH,False,False
12-05-2025 09:00,CATES,28.78,34.96,28.6,34.48,22988365.0,0.48,5.7,0.37,1448.91,5.7,5583204.6,311.74,0.08,True,52.53,2025-05-12,21.15,0,,33.34,40.82,True,False
12-05-2025 09:00,GMTAS,12.62,16.1,12.62,16.01,21105413.0,0.09,3.39,0.33,939.88,3.39,12741996.4,65.64,0.03,True,69.29,2025-05-12,27.27,0,,9.76,ATH,False,False
12-05-2025 09:00,PSDTC,74.15,106.0,74.05,106.0,1814220.0,0.0,31.85,1.66,1818.67,31.85,977556.8,85.59,0.0,True,67.36,2025-05-12,42.95,0,,75.4,126.0,True,True
12-05-2025 09:00,ARSAN,19.65,22.48,19.58,21.7,14314863.0,0.78,2.05,0.21,853.49,2.05,6889341.3,107.78,0.38,True,56.92,2025-05-12,11.34,0,,18.05,24.9,False,False
12-05-2025 09:00,GEREL,9.35,10.49,8.95,10.23,46078978.0,0.26,0.88,0.06,1500.0,0.88,26494927.1,73.92,0.3,True,56.75,2025-05-12,10.95,0,,7.71,11.18,True,False
12-05-2025 09:00,AHGAZ,22.72,26.16,21.6,26.0,44363569.0,0.16,3.28,0.64,411.7,3.28,25231668.3,75.82,0.05,True,73.31,2025-05-12,15.25,0,,16.51,ATH,False,False
12-05-2025 09:00,ENDAE,17.58,21.62,17.16,20.6,59080890.0,1.02,3.02,0.5,506.43,3.02,35099828.4,68.32,0.34,True,,2025-05-12,16.65,0,,ATL,ATH,False,False
12-05-2025 09:00,DAPGM,8.15,9.7,7.97,9.7,258658598.0,0.0,1.55,0.12,1213.56,1.55,88958163.2,190.76,0.0,True,71.37,2025-05-12,19.61,0,,4.36,13.58,False,False
12-05-2025 09:00,IZFAS,87.35,102.1,86.45,101.7,18956901.0,0.4,14.35,3.15,356.28,14.35,12632724.2,50.06,0.03,True,75.88,2025-05-12,16.9,0,,59.7,ATH,False,False
12-05-2025 09:00,KLRHO,30.4,36.98,27.78,36.98,10496437.0,0.0,6.58,0.71,826.76,6.58,6846489.1,53.31,0.0,True,65.92,2025-05-12,22.94,0,,22.5,38.08,False,False
12-05-2025 09:00,KOCMT,12.9,14.63,12.62,14.6,35234462.0,0.03,1.7,0.02,8847.37,1.7,21497859.5,63.9,0.02,True,50.69,2025-05-12,13.62,0,,12.93,18.08,True,True
12-05-2025 09:00,BMSTL,47.0,58.3,46.48,55.45,43704662.0,2.85,8.45,1.74,384.24,8.45,18024121.6,142.48,0.34,True,85.06,2025-05-12,18.03,0,,22.53,ATH,False,False
12-05-2025 09:00,BLCYT,15.22,16.93,15.03,16.64,8558065.0,0.29,1.42,0.16,810.26,1.42,4063195.8,110.62,0.2,True,52.28,2025-05-12,9.55,0,,16.04,28.3,True,False
05-05-2025 09:00,PRDGS,5.49,6.45,5.31,6.45,161520700.0,0.0,0.96,0.11,772.73,0.96,29801124.2,442.0,0.0,True,65.55,2025-05-05,22.16,0,,4.67,7.47,False,False
05-05-2025 09:00,KZGYO,19.13,22.46,19.13,22.02,18513025.0,0.44,2.89,0.18,1470.65,2.89,6259834.8,195.74,0.15,True,54.7,2025-05-05,15.41,0,,19.06,22.6,False,False
05-05-2025 09:00,SAYAS,30.4,38.58,29.8,36.94,22140596.0,1.64,6.54,0.23,2694.87,6.54,7462594.8,196.69,0.25,True,45.85,2025-05-05,21.59,0,,ATL,52.5,True,False
05-05-2025 09:00,SELEC,65.2,70.35,64.8,69.5,12567774.0,0.85,4.3,0.23,1729.79,4.3,8135490.8,54.48,0.2,True,53.05,2025-05-05,7.01,0,,42.78,85.25,False,False
05-05-2025 09:00,CASA,71.5,104.6,71.5,104.6,783110.0,0.0,33.1,2.7,1125.93,33.1,206354.7,279.5,0.0,True,72.73,2025-05-05,60.92,0,,75.6,108.7,True,True
05-05-2025 09:00,FENER,41.5,52.45,41.42,50.8,82049452.0,1.65,9.3,0.42,2130.22,9.3,44738378.4,83.4,0.18,True,52.8,2025-05-05,19.81,0,,41.04,60.0,False,False
05-05-2025 09:00,AKENR,10.59,13.12,10.29,13.12,255704157.0,0.0,2.53,0.02,14782.35,2.53,57653722.4,343.52,0.0,True,58.7,2025-05-05,34.84,0,,10.91,15.14,True,True
