Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,Tarih1,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
10-04-2025 09:00,ACSEL,104.4,111.4,104.2,109.9,308480.0,1.5,5.5,0.11,4900.0,5.5,106846.8,188.71,0.27,True,54.99,2025-04-10,6.7,0,,96.0,121.7,False,False
08-04-2025 09:00,ARASE,40.42,43.78,40.36,43.78,3147650.0,0.0,3.36,0.5,569.32,3.36,922209.9,241.32,0.0,True,53.73,2025-04-08,10.0,0,,36.76,47.8,False,False
08-04-2025 09:00,AHGAZ,20.98,22.6,20.98,22.5,8539737.0,0.1,1.52,0.14,985.71,1.52,4413209.0,93.5,0.07,True,67.11,2025-04-08,8.07,0,,18.7,ATH,False,False
08-04-2025 09:00,AKYHO,2.92,3.2,2.88,3.2,9574316.0,0.0,0.28,0.05,483.33,0.28,5344692.2,79.14,0.0,True,48.62,2025-04-08,9.97,0,,2.4,4.62,False,False
07-04-2025 09:00,AKFYE,15.82,17.28,15.67,17.16,10878751.0,0.12,1.34,0.09,1372.53,1.34,4071669.2,167.18,0.09,True,53.69,2025-04-07,7.25,0,,14.17,18.36,False,False
26-03-2025 09:00,AGROT,8.01,9.05,7.87,9.05,89872894.0,0.0,1.04,0.07,1475.76,1.04,36647113.9,145.24,0.0,True,50.75,2025-03-26,9.96,0,,7.35,9.83,True,True
25-03-2025 09:00,ADGYO,27.9,30.36,27.74,30.36,1955567.0,0.0,2.46,0.19,1222.58,2.46,1154120.1,69.44,0.0,True,55.59,2025-03-25,10.0,0,,26.02,31.88,False,False
19-03-2025 09:00,ALTIN,39.27,40.15,39.27,40.04,104801836.0,0.11,0.77,0.15,396.77,0.77,32624209.8,221.24,0.14,True,81.42,2025-03-19,4.71,0,,34.37,ATH,False,False
18-03-2025 09:00,ALTNY,87.2,95.55,86.8,95.55,20194170.0,0.0,8.35,1.81,361.33,8.35,8873994.5,127.57,0.0,True,73.66,2025-03-18,9.95,0,,66.55,ATH,False,False
14-03-2025 09:00,AKGRT,7.14,7.66,7.12,7.54,40630771.0,0.12,0.4,0.08,412.82,0.4,17985629.4,125.91,0.3,True,63.2,2025-03-14,5.45,1,7.66,6.36,7.66,True,False
13-03-2025 09:00,ANELE,14.7,15.85,14.7,15.65,2205588.0,0.2,0.95,0.08,1058.54,0.95,861964.6,155.88,0.21,True,65.4,2025-03-13,6.46,0,,13.72,16.46,False,False
12-03-2025 09:00,ARZUM,3.48,3.88,3.4,3.88,35067485.0,0.0,0.4,0.03,1076.47,0.4,11131891.2,215.02,0.0,True,61.26,2025-03-12,9.92,0,,3.21,4.27,True,False
12-03-2025 09:00,AKCNS,172.5,180.7,172.5,178.4,1346186.0,2.3,5.9,0.26,2169.23,5.9,604048.4,122.86,0.39,True,47.43,2025-03-12,3.84,0,,167.0,216.1,False,False
11-03-2025 09:00,AKSUE,14.25,15.48,13.6,15.44,2289105.0,0.04,1.19,0.41,188.83,1.19,1140561.3,100.7,0.03,True,87.0,2025-03-11,8.35,0,,10.22,ATH,False,False
11-03-2025 09:00,ALKLC,34.0,37.54,34.0,37.18,27247205.0,0.36,3.18,0.57,455.94,3.18,12713859.0,114.31,0.11,True,75.66,2025-03-11,5.69,0,,24.7,37.8,False,False
11-03-2025 09:00,ALKA,7.32,8.14,7.3,8.02,12588234.0,0.12,0.7,0.14,410.95,0.7,5794951.3,117.23,0.17,True,53.33,2025-03-11,6.79,0,,6.92,8.98,True,False
10-03-2025 09:00,ADEL,35.1,38.2,35.1,38.2,7741299.0,0.0,3.1,1.01,207.54,3.1,3287307.9,135.49,0.0,True,77.45,2025-03-10,9.96,0,,26.0,ATH,False,False
07-03-2025 09:00,ASUZU,57.95,60.4,57.3,60.2,1020019.0,0.2,2.25,0.11,2042.86,2.25,556646.0,83.24,0.09,True,57.04,2025-03-07,3.88,0,,54.95,71.9,True,False
06-03-2025 09:00,ALBRK,7.25,7.54,7.17,7.52,25012807.0,0.02,0.27,0.04,650.0,0.27,16131502.1,55.06,0.07,True,71.21,2025-03-06,4.16,0,,6.45,7.71,False,False
05-03-2025 09:00,ARENA,47.1,51.7,45.96,51.7,5767443.0,0.0,4.6,0.93,396.76,4.6,3836347.9,50.34,0.0,True,77.81,2025-03-05,9.95,0,,32.76,ATH,False,False
03-03-2025 09:00,ASELS,94.0,99.55,93.55,98.05,78386555.0,1.5,4.05,1.45,178.35,4.05,52097905.3,50.46,0.37,True,74.35,2025-03-03,4.92,0,,77.25,ATH,False,False
03-03-2025 09:00,AKBNK,68.25,74.0,68.2,73.0,189115602.0,1.0,4.75,0.66,614.29,4.75,90792855.8,108.29,0.21,True,73.22,2025-03-03,8.47,0,,61.6,ATH,False,False
28-02-2025 09:00,ALCTL,136.3,148.2,135.2,147.8,823443.0,0.4,11.5,0.54,2029.63,11.5,507287.0,62.32,0.03,True,61.85,2025-02-28,8.92,0,,130.2,148.1,False,False
18-02-2025 09:00,AKSA,11.3,12.01,11.17,11.95,45235377.0,0.06,0.65,0.04,1525.0,0.65,17106326.0,164.44,0.09,True,60.25,2025-02-18,3.46,2,11.17,11.17,13.34,False,False
24-01-2025 09:00,AFYON,15.45,16.01,15.33,15.9,13136022.0,0.11,0.45,0.03,1306.25,0.45,7891382.0,66.46,0.24,True,64.22,2025-01-24,3.11,1,16.01,14.71,16.01,False,False
14-01-2025 09:00,ALFAS,71.0,74.3,70.65,73.95,4309651.0,0.35,2.95,0.52,467.31,2.95,2787923.7,54.58,0.12,True,81.53,2025-01-14,4.45,0,,ATL,ATH,False,False
06-01-2025 09:00,ADESE,2.29,2.49,2.29,2.49,200245700.0,0.0,0.2,0.01,1900.0,0.2,62596497.3,219.9,0.0,True,68.93,2025-01-06,9.69,0,,2.15,ATH,False,False
02-01-2025 09:00,ALKIM,19.16,20.28,19.16,20.02,5950602.0,0.26,0.86,0.21,315.46,0.86,3443784.0,72.79,0.3,True,73.76,2025-01-02,5.15,0,,ATL,ATH,False,False
31-12-2024 09:00,ATAKP,48.18,49.68,47.2,49.68,715587.0,0.0,1.5,0.37,305.41,1.5,444171.0,61.11,0.0,True,69.37,2024-12-31,3.28,0,,43.64,ATH,False,False
31-12-2024 09:00,A1CAP,5.36,5.69,5.36,5.6,14605060.0,0.09,0.24,0.05,426.32,0.24,6290546.5,132.17,0.37,True,79.19,2024-12-31,4.56,1,5.69,4.78,5.69,False,False
30-12-2024 09:00,ATATP,101.0,109.9,100.0,109.9,1312000.0,0.0,8.9,0.57,1475.22,8.9,573075.0,128.94,0.0,True,73.1,2024-12-30,9.95,0,,90.55,ATH,False,False
