Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,Tarih1,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
12-05-2025 09:00,A1CAP,5.11,5.3,5.05,5.3,14898609.0,0.0,0.19,0.05,245.45,0.19,9420021.3,58.16,0.0,True,66.55,2025-05-12,4.33,0,,4.49,5.73,False,False
12-05-2025 09:00,ASTOR,100.2,107.7,100.2,106.9,17838418.0,0.8,6.7,0.38,1686.67,6.7,11463727.8,55.61,0.12,True,58.25,2025-05-12,9.08,0,,93.5,115.0,True,True
12-05-2025 09:00,HALKB,20.98,21.98,20.64,21.94,80383394.0,0.04,0.96,0.05,1711.32,0.96,50916611.9,57.87,0.04,True,64.77,2025-05-12,8.29,0,,18.73,22.8,False,False
12-05-2025 09:00,KAPLM,208.0,221.9,207.7,219.4,313488.0,2.5,11.4,1.77,544.07,11.4,181647.5,72.58,0.22,True,71.18,2025-05-12,6.35,0,,163.7,ATH,False,False
12-05-2025 09:00,ENKAI,71.0,74.85,69.55,74.85,33395545.0,0.0,3.85,0.98,292.86,3.85,16508854.9,102.29,0.0,True,72.09,2025-05-12,9.99,0,,59.0,ATH,False,False
12-05-2025 09:00,DOFER,31.66,33.96,31.5,33.82,2741400.0,0.14,2.16,0.4,440.0,2.16,1512801.7,81.21,0.06,True,70.14,2025-05-12,9.03,0,,22.28,ATH,False,False
12-05-2025 09:00,MTRYO,6.16,6.48,6.04,6.43,934662.0,0.05,0.27,0.01,4400.0,0.27,429089.0,117.82,0.19,True,49.57,2025-05-12,4.21,0,,6.01,7.32,False,False
12-05-2025 09:00,CRDFA,11.98,13.3,11.08,13.02,9029697.0,0.28,1.04,0.16,550.0,1.04,5551366.4,62.66,0.27,True,71.88,2025-05-12,5.77,0,,7.77,ATH,False,False
12-05-2025 09:00,CATES,28.78,31.3,28.6,31.3,3475627.0,0.0,2.52,0.25,908.0,2.52,1182192.3,194.0,0.0,True,65.44,2025-05-12,9.98,0,,25.68,32.18,False,False
12-05-2025 09:00,PETKM,17.2,17.89,16.86,17.89,122611657.0,0.0,0.69,0.17,298.84,0.69,49601837.7,147.19,0.0,True,65.55,2025-05-12,5.24,0,,15.18,18.61,False,False
12-05-2025 09:00,BIOEN,20.48,21.9,20.0,21.88,13035794.0,0.02,1.4,0.2,586.27,1.4,5505036.1,136.8,0.01,True,69.9,2025-05-12,6.73,0,,14.42,ATH,False,False
12-05-2025 09:00,SISE,36.0,37.56,35.6,37.52,87733548.0,0.04,1.52,0.04,3700.0,1.52,32218697.3,172.31,0.03,True,62.72,2025-05-12,9.84,0,,34.68,41.56,True,True
12-05-2025 09:00,SKBNK,5.36,5.7,5.36,5.68,62927226.0,0.02,0.32,0.02,1233.33,0.32,33657783.0,86.96,0.06,True,69.74,2025-05-12,6.97,0,,4.94,ATH,False,False
12-05-2025 09:00,TBORG,182.4,194.7,182.4,191.9,156922.0,2.8,9.5,2.01,372.64,9.5,92129.9,70.33,0.29,True,70.87,2025-05-12,5.21,0,,158.9,ATH,False,False
12-05-2025 09:00,TEZOL,17.33,18.89,16.77,18.6,17023680.0,0.29,1.27,0.21,496.24,1.27,5446095.5,212.59,0.23,True,68.25,2025-05-12,7.2,0,,14.78,19.6,False,False
12-05-2025 09:00,OZRDN,7.92,8.19,7.88,8.19,495052.0,0.0,0.27,0.03,694.12,0.27,246363.5,100.94,0.0,True,42.08,2025-05-12,0.24,0,,7.77,8.9,False,False
12-05-2025 09:00,ZEDUR,7.65,8.06,7.52,8.06,5109365.0,0.0,0.41,0.05,645.45,0.41,1389141.8,267.81,0.0,True,69.94,2025-05-12,9.96,0,,6.8,8.15,False,False
12-05-2025 09:00,AKSA,9.76,10.32,9.68,10.27,32614330.0,0.05,0.51,0.0,16900.0,0.51,14339507.4,127.44,0.1,True,49.32,2025-05-12,8.11,0,,ATL,13.65,True,True
09-05-2025 09:00,DCTTR,42.4,46.08,42.32,45.74,12715143.0,0.34,3.34,0.78,328.21,3.34,5163392.1,146.26,0.1,True,72.26,2025-05-09,9.16,0,,36.78,ATH,False,False
09-05-2025 09:00,BRLSM,17.88,19.55,17.78,19.19,13541248.0,0.36,1.31,0.11,1090.91,1.31,6227293.1,117.45,0.27,True,70.52,2025-05-09,7.45,0,,15.49,ATH,False,False
09-05-2025 09:00,ESCOM,2.85,3.13,2.81,3.13,34290419.0,0.0,0.28,0.05,483.33,0.28,18584646.5,84.51,0.0,True,71.92,2025-05-09,9.82,0,,2.43,3.54,False,False
09-05-2025 09:00,MNDRS,9.52,9.82,9.49,9.8,4746605.0,0.02,0.28,0.07,317.91,0.28,2495186.4,90.23,0.07,True,60.4,2025-05-09,2.94,0,,8.72,10.57,False,False
09-05-2025 09:00,AHSGY,19.99,21.34,19.86,21.34,4498922.0,0.0,1.35,0.08,1630.77,1.35,1814547.8,147.94,0.0,True,53.76,2025-05-09,6.75,0,,18.0,23.62,False,False
09-05-2025 09:00,KLRHO,27.0,30.16,27.0,30.08,5471670.0,0.08,3.08,0.21,1352.83,3.08,1981215.6,176.18,0.03,True,62.57,2025-05-09,9.7,0,,22.5,30.96,False,False
09-05-2025 09:00,SNICA,3.81,4.19,3.79,4.19,24994697.0,0.0,0.38,0.03,1210.34,0.38,11305806.9,121.08,0.0,True,62.05,2025-05-09,9.97,0,,3.56,4.32,False,False
09-05-2025 09:00,MARKA,52.5,57.75,51.5,57.75,2374643.0,0.0,5.25,0.15,3400.0,5.25,1200693.4,97.77,0.0,True,54.03,2025-05-09,10.0,0,,46.04,72.8,False,False
09-05-2025 09:00,TNZTP,34.9,37.06,34.56,37.06,1525126.0,0.0,2.16,0.07,2900.0,2.16,567784.3,168.61,0.0,True,59.81,2025-05-09,7.05,0,,29.76,39.0,False,False
08-05-2025 09:00,KOCMT,11.74,12.91,11.74,12.91,14017187.0,0.0,1.17,0.14,741.73,1.17,3548006.6,295.07,0.0,True,57.96,2025-05-08,9.97,0,,11.5,18.08,True,False
08-05-2025 09:00,SUWEN,11.4,12.46,11.38,12.42,25845865.0,0.04,1.02,0.18,463.54,1.02,11944559.1,116.38,0.04,True,75.74,2025-05-08,9.04,0,,7.84,12.68,False,False
08-05-2025 09:00,KONKA,33.2,35.86,32.98,35.86,2438960.0,0.0,2.66,0.25,964.0,2.66,815069.7,199.23,0.0,True,61.92,2025-05-08,10.0,0,,31.22,38.12,False,False
08-05-2025 09:00,AKENR,10.64,11.93,10.48,11.93,47628694.0,0.0,1.29,0.08,1435.71,1.29,22421068.6,112.43,0.0,True,66.06,2025-05-08,9.95,0,,8.84,15.14,False,False
08-05-2025 09:00,CEMZY,15.85,16.66,15.16,16.5,10877803.0,0.16,0.65,0.02,3150.0,0.65,6519770.7,66.84,0.25,True,62.29,2025-05-08,4.1,0,,12.55,17.26,False,False
08-05-2025 09:00,TEKTU,4.0,4.63,3.88,4.45,40457188.0,0.18,0.45,0.06,675.86,0.45,11650674.8,247.25,0.4,True,64.36,2025-05-08,5.7,0,,3.61,4.66,False,False
08-05-2025 09:00,OSMEN,8.21,9.03,8.21,9.03,13918363.0,0.0,0.82,0.01,16300.0,0.82,3277740.1,324.63,0.0,True,52.77,2025-05-08,9.99,0,,8.09,9.8,True,True
08-05-2025 09:00,DEVA,57.95,60.3,57.55,60.15,758842.0,0.15,2.2,0.28,671.93,2.2,391105.0,94.03,0.07,True,54.96,2025-05-08,3.89,0,,55.85,60.75,False,False
