Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
15-05-2025 15:00,PETUN,9.46,9.58,9.42,9.57,330303.0,0.01,0.11,0.01,900.0,0.11,165807.1,99.21,0.09,True,54.68,2025-05-15,9.52,0.53,0,,9.45,9.72,False,False
15-05-2025 15:00,GLRMK,152.6,156.7,152.5,155.8,1025658.0,0.9,3.2,0.25,1180.0,3.2,349376.8,193.57,0.28,True,58.07,2025-05-15,153.0,1.83,0,,150.0,157.8,False,False
15-05-2025 15:00,TTKOM,60.6,61.6,60.55,61.4,1820296.0,0.2,0.8,0.03,2566.67,0.8,1213506.0,50.0,0.25,True,60.55,2025-05-15,61.35,0.08,0,,59.4,61.8,False,False
15-05-2025 15:00,KTLEV,90.0,92.65,89.65,92.15,2011841.0,0.5,2.15,0.26,726.92,2.15,683121.1,194.51,0.23,True,63.08,2025-05-15,89.15,3.37,0,,88.3,93.2,False,False
15-05-2025 15:00,VBTYZ,19.13,19.45,19.13,19.38,480647.0,0.07,0.25,0.06,323.73,0.25,309316.9,55.39,0.28,True,69.59,2025-05-15,18.68,3.75,0,,18.66,19.68,False,False
15-05-2025 15:00,BIGEN,17.0,17.7,17.0,17.57,2529857.0,0.13,0.57,0.15,280.0,0.57,1535942.3,64.71,0.23,True,75.51,2025-05-15,16.78,4.71,0,,15.1,ATH,False,False
15-05-2025 15:00,ANELE,15.96,16.47,15.93,16.37,494130.0,0.1,0.41,0.06,619.3,0.41,95426.2,417.81,0.24,True,67.6,2025-05-15,15.83,3.41,0,,15.68,16.67,False,False
15-05-2025 14:00,MANAS,6.35,6.54,6.33,6.52,4714553.0,0.02,0.17,0.02,900.0,0.17,1730432.0,172.45,0.12,True,70.1,2025-05-15,6.22,4.82,0,,6.22,6.84,False,False
15-05-2025 14:00,IHAAS,19.62,20.62,19.58,20.4,842586.0,0.22,0.78,0.01,12900.0,0.78,192139.7,338.53,0.28,True,69.78,2025-05-15,19.54,4.4,0,,18.97,20.5,False,False
15-05-2025 14:00,ANHYT,78.4,80.0,78.35,79.8,459396.0,0.2,1.4,0.02,9233.33,1.4,133086.7,245.19,0.14,True,54.42,2025-05-15,78.85,1.2,0,,79.5,81.4,False,False
15-05-2025 13:00,SOKE,11.19,11.37,11.18,11.35,470486.0,0.02,0.16,0.01,1042.86,0.16,260117.0,80.87,0.12,True,67.94,2025-05-15,11.12,2.07,0,,11.05,11.38,False,False
15-05-2025 13:00,HEDEF,7.98,8.22,7.97,8.21,2397325.0,0.01,0.23,0.04,447.62,0.23,1039779.1,130.56,0.04,True,62.89,2025-05-15,7.85,4.59,0,,7.5,8.47,False,False
15-05-2025 13:00,SURGY,50.35,51.95,50.2,51.75,430674.0,0.2,1.4,0.06,2053.85,1.4,134847.3,219.38,0.14,True,57.35,2025-05-15,49.92,3.67,0,,50.05,53.2,False,False
15-05-2025 13:00,ARMGD,34.32,34.76,34.26,34.68,271643.0,0.08,0.36,0.0,17900.0,0.36,153198.4,77.31,0.22,True,58.81,2025-05-15,34.16,1.52,0,,33.84,35.32,False,False
15-05-2025 13:00,CRDFA,11.25,12.05,11.23,12.0,1125209.0,0.05,0.75,0.06,1150.0,0.75,378403.6,197.36,0.07,True,55.47,2025-05-15,11.26,6.57,0,,11.12,13.3,True,True
15-05-2025 13:00,BINBN,236.4,244.1,236.0,243.5,147456.0,0.6,7.1,1.13,528.32,7.1,78761.4,87.22,0.08,True,75.84,2025-05-15,232.0,4.96,0,,204.0,270.25,False,False
15-05-2025 12:00,BORSK,21.74,23.54,21.64,23.32,2985661.0,0.22,1.58,0.19,749.46,1.58,489755.0,509.62,0.14,True,84.57,2025-05-15,21.4,8.97,0,,21.1,ATH,False,False
15-05-2025 12:00,BULGS,30.62,31.82,30.56,31.54,7511256.0,0.28,0.92,0.16,467.9,0.92,3024357.9,148.36,0.3,True,71.21,2025-05-15,29.38,7.35,0,,29.22,ATH,False,False
15-05-2025 12:00,HDFGS,1.3,1.33,1.3,1.33,16755058.0,0.0,0.03,0.0,900.0,0.03,8997830.7,86.21,0.0,True,66.79,2025-05-15,1.28,3.91,0,,1.26,ATH,False,False
15-05-2025 12:00,EKSUN,5.32,5.44,5.3,5.42,1291801.0,0.02,0.1,0.01,733.33,0.1,361201.8,257.64,0.2,True,62.62,2025-05-15,5.3,2.26,0,,5.26,5.5,False,False
15-05-2025 12:00,ANSGR,90.8,91.7,90.8,91.45,216046.0,0.25,0.65,0.13,420.0,0.65,139246.5,55.15,0.38,True,58.02,2025-05-15,90.6,0.94,0,,89.25,91.6,False,False
15-05-2025 12:00,KAYSE,19.33,20.08,19.27,20.08,3216068.0,0.0,0.75,0.15,387.01,0.75,832206.6,286.45,0.0,True,81.98,2025-05-15,18.27,9.91,0,,18.2,ATH,False,False
15-05-2025 11:00,MOGAN,8.5,8.58,8.49,8.57,871851.0,0.01,0.07,0.01,1066.67,0.07,517725.4,68.4,0.14,True,56.69,2025-05-15,8.45,1.42,0,,8.43,8.81,False,False
15-05-2025 11:00,ZEDUR,8.84,9.32,8.77,9.32,4141571.0,0.0,0.48,0.08,515.38,0.48,1984606.1,108.68,0.0,True,70.59,2025-05-15,8.48,9.91,0,,6.93,ATH,False,False
15-05-2025 11:00,RUZYE,9.65,10.18,9.65,10.1,1628167.0,0.08,0.45,0.07,561.76,0.45,515793.3,215.66,0.18,True,63.01,2025-05-15,9.52,6.09,0,,9.28,10.61,False,False
15-05-2025 11:00,AFYON,13.79,13.9,13.77,13.88,545771.0,0.02,0.09,0.01,592.31,0.09,297130.2,83.68,0.22,True,62.66,2025-05-15,13.81,0.51,0,,13.75,13.92,False,False
15-05-2025 11:00,SERNT,10.78,11.16,10.77,11.1,9336920.0,0.06,0.32,0.04,627.27,0.32,2641252.4,253.5,0.19,True,70.44,2025-05-15,10.56,5.11,0,,10.01,ATH,False,False
15-05-2025 11:00,BASGZ,34.36,35.44,34.2,35.3,652364.0,0.14,0.94,0.09,944.44,0.94,184374.7,253.83,0.15,True,67.76,2025-05-15,33.86,4.25,0,,33.7,35.4,False,False
