Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
22-07-2025 14:00,SMART,26.0,26.5,25.8,26.4,227483.0,0.1,0.4,0.03,1233.33,0.4,99175.1,129.38,0.25,True,69.05,2025-07-22,25.92,1.85,0,,23.98,26.56,False,False
22-07-2025 14:00,BINHO,211.7,220.7,211.7,219.6,1535747.0,1.1,7.9,1.02,674.51,7.9,475973.0,222.65,0.14,True,78.91,2025-07-22,209.5,4.82,0,,195.6,ATH,False,False
22-07-2025 14:00,FZLGY,33.64,34.18,33.58,34.08,780429.0,0.1,0.44,0.05,780.0,0.44,229405.6,240.2,0.23,True,67.9,2025-07-22,33.54,1.61,0,,32.34,34.48,False,False
22-07-2025 14:00,DOFER,46.12,47.2,45.7,47.2,599680.0,0.0,1.08,0.1,938.46,1.08,187950.6,219.06,0.0,True,68.22,2025-07-22,45.34,4.1,0,,44.26,47.38,False,False
22-07-2025 13:00,GSDDE,9.5,10.2,9.48,10.01,1674768.0,0.19,0.51,0.04,1033.33,0.51,346432.3,383.43,0.37,True,79.21,2025-07-22,9.57,4.6,0,,9.28,ATH,False,False
22-07-2025 13:00,RTALB,3.09,3.16,3.08,3.14,13862860.0,0.02,0.05,0.0,1.125899906842629e+17,0.05,4420043.1,213.64,0.4,True,64.44,2025-07-22,3.12,0.64,0,,2.86,3.15,False,False
22-07-2025 13:00,EPLAS,5.72,6.0,5.7,5.96,3052531.0,0.04,0.24,0.03,727.59,0.24,1227735.8,148.63,0.17,True,74.25,2025-07-22,5.76,3.47,0,,5.25,ATH,False,False
22-07-2025 13:00,ENDAE,18.21,18.53,18.14,18.53,1431501.0,0.0,0.32,0.05,527.45,0.32,943229.0,51.77,0.0,True,68.77,2025-07-22,18.01,2.89,0,,17.91,19.23,False,False
22-07-2025 13:00,OZSUB,22.58,22.78,22.54,22.76,499556.0,0.02,0.18,0.0,4400.0,0.18,168449.1,196.56,0.11,True,51.45,2025-07-22,22.7,0.26,0,,22.54,23.04,False,False
22-07-2025 13:00,EGEPO,7.95,8.23,7.94,8.2,6842900.0,0.03,0.25,0.02,900.0,0.25,2214575.4,208.99,0.12,True,57.48,2025-07-22,7.79,5.26,0,,7.7,8.31,True,False
