Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
07-05-2025 13:00,DERIM,36.66,38.42,36.66,38.18,355039.0,0.24,1.52,0.15,913.33,1.52,107939.7,228.92,0.16,True,67.42,2025-05-07,36.06,5.88,0,,35.68,46.32,False,False
07-05-2025 13:00,GEREL,8.8,8.92,8.79,8.89,829093.0,0.03,0.09,0.01,1700.0,0.09,485592.4,70.74,0.33,True,57.34,2025-05-07,8.75,1.6,0,,8.64,8.94,False,False
07-05-2025 13:00,PASEU,62.8,66.25,62.3,65.65,4886071.0,0.6,2.85,0.24,1087.5,2.85,751065.9,550.55,0.21,True,73.86,2025-05-07,63.4,3.55,0,,61.65,ATH,False,False
07-05-2025 13:00,MERCN,18.61,19.18,18.45,19.14,1498010.0,0.04,0.53,0.05,1004.17,0.53,814399.3,83.94,0.08,True,62.05,2025-05-07,18.1,5.75,0,,18.1,19.92,False,False
07-05-2025 12:00,TEZOL,16.34,16.67,16.2,16.58,1673502.0,0.09,0.24,0.04,471.43,0.24,674924.6,147.95,0.38,True,70.73,2025-05-07,15.85,4.61,0,,15.0,16.78,False,False
07-05-2025 12:00,DZGYO,6.14,6.58,6.13,6.49,6922866.0,0.09,0.35,0.02,1358.33,0.35,3058989.5,126.31,0.26,True,64.07,2025-05-07,6.37,1.88,0,,5.91,6.5,False,False
07-05-2025 11:00,BEGYO,19.73,19.85,19.71,19.84,3849375.0,0.01,0.11,0.02,587.5,0.11,2386948.5,61.27,0.09,True,87.49,2025-05-07,19.55,1.48,0,,ATL,ATH,False,False
07-05-2025 11:00,TERA,114.4,118.5,114.2,117.4,1152593.0,1.1,3.0,0.13,2207.69,3.0,439765.7,162.09,0.37,True,59.86,2025-05-07,115.0,2.09,0,,111.3,124.8,False,False
07-05-2025 11:00,IEYHO,14.09,14.76,14.02,14.6,14587532.0,0.16,0.51,0.01,4536.36,0.51,6924612.8,110.66,0.31,True,82.2,2025-05-07,13.81,5.72,0,,10.21,ATH,False,False
07-05-2025 11:00,SMRVA,155.8,163.7,155.6,163.0,439472.0,0.7,7.2,0.71,914.08,7.2,179773.4,144.46,0.1,True,73.53,2025-05-07,154.7,5.37,0,,114.3,ATH,False,False
07-05-2025 10:00,ASELS,137.5,145.8,137.4,143.8,20401896.0,2.0,6.3,0.79,697.47,6.3,4329062.7,371.28,0.32,True,82.14,2025-05-07,137.4,4.66,0,,128.2,ATH,False,False
07-05-2025 10:00,DOKTA,21.86,23.88,21.38,23.88,1252852.0,0.0,2.02,0.22,835.19,2.02,201094.8,523.02,0.0,True,78.45,2025-05-07,21.72,9.94,0,,21.08,25.9,False,False
07-05-2025 10:00,BURCE,13.91,14.02,13.62,13.99,489248.0,0.03,0.08,0.0,3900.0,0.08,109598.8,346.4,0.37,True,42.7,2025-05-07,13.92,0.5,0,,13.57,14.41,True,True
