Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
18-03-2025 11:00,TNZTP,36.26,37.3,36.24,37.1,119370.0,0.2,0.84,0.07,1172.73,0.84,63188.0,88.91,0.24,True,69.34,2025-03-18,36.36,2.04,0,,35.02,ATH,False,False
18-03-2025 10:00,ISFIN,14.99,15.48,14.93,15.35,4635024.0,0.13,0.36,0.02,1614.29,0.36,778206.4,495.6,0.36,True,75.47,2025-03-18,14.9,3.02,0,,13.53,ATH,False,False
18-03-2025 10:00,PAPIL,26.0,28.0,25.94,27.74,5704131.0,0.26,1.74,0.3,480.0,1.74,1344911.8,324.13,0.15,True,85.67,2025-03-18,25.78,7.6,0,,20.4,ATH,False,False
18-03-2025 10:00,BOSSA,7.06,7.2,7.04,7.19,2925291.0,0.01,0.13,0.01,983.33,0.13,802240.7,264.64,0.08,True,63.25,2025-03-18,7.07,1.7,0,,7.04,7.23,False,False
18-03-2025 10:00,BRLSM,16.14,17.13,16.05,16.85,3779905.0,0.28,0.71,0.05,1443.48,0.71,1043651.6,262.18,0.39,True,57.08,2025-03-18,16.3,3.37,0,,15.99,18.04,False,False
18-03-2025 10:00,CELHA,21.6,22.3,21.4,22.12,999500.0,0.18,0.52,0.01,5100.0,0.52,436196.7,129.14,0.35,True,58.07,2025-03-18,21.5,2.88,0,,19.51,23.26,False,False
18-03-2025 10:00,CEOEM,37.08,39.18,36.9,38.9,2940301.0,0.28,1.82,0.38,384.04,1.82,990552.5,196.83,0.15,True,79.07,2025-03-18,36.62,6.23,0,,30.2,ATH,False,False
18-03-2025 10:00,DMSAS,8.01,8.17,7.93,8.15,748435.0,0.02,0.14,0.01,1455.56,0.14,315366.9,137.32,0.14,True,66.86,2025-03-18,8.0,1.88,0,,7.71,8.17,False,False
18-03-2025 10:00,ENKAI,58.15,59.75,58.0,59.55,7963739.0,0.2,1.4,0.21,582.93,1.4,2835189.3,180.89,0.14,True,71.98,2025-03-18,58.45,1.88,0,,55.7,ATH,False,False
18-03-2025 10:00,ESEN,34.02,36.0,34.02,35.86,1313550.0,0.14,1.84,0.21,767.92,1.84,354928.6,270.09,0.08,True,67.55,2025-03-18,34.0,5.47,0,,33.0,36.26,False,False
18-03-2025 10:00,ETILR,9.45,9.48,9.0,9.48,5003795.0,0.0,0.03,0.0,900.0,0.03,571881.4,774.97,0.0,True,94.52,2025-03-18,8.62,9.98,0,,4.63,ATH,False,False
