Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,Tarih1,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
25-08-2025 09:00,GOODY,18.19,19.22,18.11,19.19,4281846.0,0.03,1.0,0.17,488.24,1.0,1944062.1,120.25,0.03,True,69.21,0.23,0.07,0.17,2025-08-25,6.14,0,,15.06,ATH,False,False
25-08-2025 09:00,POLHO,4.45,4.88,4.45,4.84,104637251.0,0.04,0.39,0.01,2500.0,0.39,64152548.4,63.11,0.1,True,71.13,0.13,0.03,0.1,2025-08-25,9.01,0,,3.78,ATH,False,False
25-08-2025 09:00,VESBE,10.79,11.38,10.79,11.3,14908074.0,0.08,0.51,0.08,571.05,0.51,8543257.5,74.5,0.16,True,69.4,0.14,0.04,0.1,2025-08-25,5.02,0,,8.56,ATH,False,False
25-08-2025 09:00,SELVA,2.77,3.0,2.77,2.95,22144278.0,0.05,0.18,0.03,520.69,0.18,12477052.6,77.48,0.28,True,62.67,0.09,-0.03,0.11,2025-08-25,6.5,0,,2.65,3.16,False,False
25-08-2025 09:00,OYAYO,38.8,42.4,38.5,41.38,413292.0,1.02,2.58,0.29,777.55,2.58,236872.5,74.48,0.4,True,75.03,2.24,0.22,2.02,2025-08-25,6.32,0,,29.42,ATH,False,False
25-08-2025 09:00,BALSU,25.88,28.1,25.82,27.64,22763181.0,0.46,1.76,0.17,911.49,1.76,12149209.5,87.36,0.26,True,72.96,0.86,0.08,0.79,2025-08-25,7.8,0,,23.78,ATH,False,False
25-08-2025 09:00,OZYSR,31.2,33.66,30.96,33.08,4316951.0,0.58,1.88,0.29,543.84,1.88,2220675.7,94.4,0.31,True,77.49,1.1,0.06,1.04,2025-08-25,6.37,0,,28.82,ATH,False,False
25-08-2025 09:00,HUBVC,2.59,2.84,2.57,2.84,17008362.0,0.0,0.25,0.05,390.2,0.25,7658904.7,122.07,0.0,True,68.4,0.09,0.0,0.09,2025-08-25,9.65,0,,2.31,2.97,False,False
25-08-2025 09:00,BRISA,80.0,82.0,80.0,81.55,768032.0,0.45,1.55,0.14,1007.14,1.55,377960.6,103.2,0.29,True,62.98,1.05,0.11,0.94,2025-08-25,2.32,0,,66.25,84.4,False,False
25-08-2025 09:00,BRMEN,13.1,14.4,13.1,14.4,880789.0,0.0,1.3,0.34,277.91,1.3,580707.9,51.68,0.0,True,72.44,1.71,0.09,1.62,2025-08-25,9.92,0,,5.0,ATH,False,False
25-08-2025 09:00,YIGIT,27.98,30.44,27.98,30.08,16667630.0,0.36,2.1,0.14,1378.87,2.1,6716429.4,148.16,0.17,True,70.97,0.94,0.08,0.86,2025-08-25,8.12,0,,21.48,30.44,False,False
25-08-2025 09:00,BRSAN,399.0,435.5,399.0,435.5,2811093.0,0.0,36.5,2.08,1659.04,36.5,1451268.0,93.7,0.0,True,76.02,16.11,3.83,12.28,2025-08-25,9.97,0,,322.0,ATH,False,False
25-08-2025 09:00,BSOKE,14.03,15.37,14.03,15.0,63628778.0,0.37,0.97,0.09,1027.91,0.97,14714627.6,332.42,0.38,True,67.86,-0.03,0.12,-0.15,2025-08-25,7.3,0,,13.44,23.16,False,False
25-08-2025 09:00,KCAER,15.43,15.81,15.4,15.81,21913570.0,0.0,0.38,0.06,555.17,0.38,13578537.9,61.38,0.0,True,70.52,0.32,0.03,0.29,2025-08-25,3.06,0,,12.98,ATH,False,False
25-08-2025 09:00,CUSAN,34.12,37.0,34.12,37.0,8181885.0,0.0,2.88,0.09,3172.73,2.88,5316257.0,53.9,0.0,True,79.91,3.58,0.74,2.83,2025-08-25,9.99,0,,18.16,ATH,False,False
25-08-2025 09:00,TARKM,379.0,416.25,378.5,416.25,797845.0,0.0,37.25,2.92,1173.5,37.25,184312.0,332.88,0.0,True,72.35,3.11,1.79,1.33,2025-08-25,9.97,0,,288.25,423.25,False,False
25-08-2025 09:00,DARDL,2.57,2.8,2.55,2.76,140008649.0,0.04,0.19,0.02,955.56,0.19,69412036.3,101.71,0.21,True,72.09,0.14,0.0,0.14,2025-08-25,8.24,0,,1.58,ATH,False,False
25-08-2025 09:00,DOGUB,20.6,21.72,20.24,21.68,705097.0,0.04,1.08,0.17,527.91,1.08,351938.0,100.35,0.04,True,66.76,0.18,0.16,0.03,2025-08-25,7.11,0,,18.63,22.0,False,False
25-08-2025 09:00,NUHCM,238.5,245.5,238.0,244.1,261512.0,1.4,5.6,0.15,3633.33,5.6,130707.1,100.07,0.25,True,69.03,2.52,0.72,1.8,2025-08-25,3.43,0,,198.0,257.75,False,False
25-08-2025 09:00,BERA,17.55,18.52,17.52,18.33,31455841.0,0.19,0.78,0.06,1158.06,0.78,11792584.4,166.74,0.24,True,71.08,0.56,-0.0,0.56,2025-08-25,5.41,0,,13.4,ATH,False,False
25-08-2025 09:00,ACSEL,120.1,126.9,120.1,125.3,410144.0,1.6,5.2,0.99,425.25,5.2,270687.4,51.52,0.31,True,73.72,3.54,0.72,2.82,2025-08-25,4.77,0,,107.5,131.4,False,False
22-08-2025 09:00,SNICA,4.57,4.69,4.53,4.67,19637662.0,0.02,0.1,0.01,669.23,0.1,12472907.5,57.44,0.2,True,62.17,0.07,-0.01,0.08,2025-08-22,2.19,0,,4.33,4.95,False,False
22-08-2025 09:00,BMSTL,57.45,61.0,57.15,60.1,4281465.0,0.9,2.65,0.42,530.95,2.65,2144607.3,99.64,0.34,True,72.62,2.47,0.1,2.38,2025-08-22,4.52,0,,41.84,61.5,False,False
22-08-2025 09:00,BIGEN,11.88,12.89,11.87,12.74,73613053.0,0.15,0.86,0.04,2050.0,0.86,21797563.6,237.71,0.17,True,61.25,0.01,0.01,-0.0,2025-08-22,7.97,0,,10.67,12.8,False,False
22-08-2025 09:00,KFEIN,10.76,11.42,10.51,11.27,18351324.0,0.15,0.51,0.03,1721.43,0.51,11259466.4,62.99,0.29,True,60.37,0.27,-0.06,0.33,2025-08-22,4.93,0,,8.59,ATH,False,False
22-08-2025 09:00,TUCLK,10.0,11.0,9.88,11.0,37213541.0,0.0,1.0,0.13,651.88,1.0,7997409.4,365.32,0.0,True,76.68,0.19,0.1,0.09,2025-08-22,10.0,0,,9.15,ATH,False,False
22-08-2025 09:00,EGSER,3.63,3.8,3.6,3.8,11913857.0,0.0,0.17,0.03,431.25,0.17,6817954.2,74.74,0.0,True,70.21,0.08,0.0,0.08,2025-08-22,4.68,0,,3.4,ATH,False,False
22-08-2025 09:00,PEKGY,8.5,9.0,8.33,9.0,654712630.0,0.0,0.5,0.11,350.45,0.5,117824146.2,455.67,0.0,True,87.66,1.43,0.07,1.35,2025-08-22,9.89,0,,1.3,ATH,False,False
22-08-2025 09:00,NETAS,78.6,84.9,78.2,84.5,5482282.0,0.4,5.9,2.15,174.42,5.9,2646753.8,107.13,0.07,True,88.05,5.65,2.51,3.15,2025-08-22,8.96,0,,52.55,ATH,False,False
22-08-2025 09:00,FMIZP,319.0,350.25,318.5,349.0,669575.0,1.25,30.0,2.72,1000.92,30.0,149466.4,347.98,0.04,True,76.54,7.24,1.58,5.66,2025-08-22,9.58,0,,281.75,406.75,False,False
22-08-2025 09:00,HATEK,18.35,20.24,17.7,20.24,13530807.0,0.0,1.89,0.19,874.23,1.89,3534313.9,282.84,0.0,True,60.18,-0.3,0.35,-0.65,2025-08-22,9.94,0,,15.98,28.5,False,False
22-08-2025 09:00,DAGI,6.4,6.97,6.33,6.97,27806667.0,0.0,0.57,0.08,586.75,0.57,16813343.1,65.38,0.0,True,76.8,0.26,0.09,0.18,2025-08-22,9.94,0,,5.34,ATH,False,False
22-08-2025 09:00,ARSAN,2.72,2.94,2.72,2.92,30639794.77,0.03,0.2,0.03,654.39,0.2,12886992.74,137.76,0.13,True,78.33,0.09,0.01,0.09,2025-08-22,6.7,0,,2.14,ATH,False,False
22-08-2025 09:00,BRKSN,9.5,10.45,9.05,10.42,4645986.0,0.03,0.92,0.23,293.16,0.92,1941034.0,139.36,0.03,True,80.47,0.53,0.16,0.36,2025-08-22,9.68,0,,6.34,ATH,False,False
22-08-2025 09:00,DMSAS,7.53,7.85,7.52,7.83,12455980.0,0.02,0.3,0.02,1664.71,0.3,4848712.4,156.89,0.07,True,66.64,0.09,-0.01,0.1,2025-08-22,4.26,0,,6.77,7.89,False,False
22-08-2025 09:00,SEGYO,4.49,4.85,4.44,4.8,38673831.0,0.05,0.31,0.03,933.33,0.31,13131175.2,194.52,0.16,True,69.07,0.07,0.01,0.06,2025-08-22,7.14,0,,3.6,6.0,False,False
21-08-2025 09:00,GUBRF,273.75,288.5,273.0,284.5,5080543.0,4.0,10.75,0.78,1287.1,10.75,2677179.8,89.77,0.37,True,69.91,7.93,0.99,6.94,2025-08-21,4.5,0,,212.2,294.0,False,False
21-08-2025 09:00,NTHOL,49.32,52.5,49.08,52.15,2900180.0,0.35,2.83,0.09,2943.01,2.83,1415841.6,104.84,0.12,True,62.52,0.98,-0.17,1.15,2025-08-21,5.91,0,,39.2,52.85,False,False
21-08-2025 09:00,KOCMT,14.58,15.88,14.34,15.73,14354757.0,0.15,1.15,0.09,1150.0,1.15,4716360.7,204.36,0.13,True,69.72,0.25,0.01,0.23,2025-08-21,8.78,0,,13.6,15.75,False,False
21-08-2025 09:00,KONKA,39.56,42.96,39.2,42.08,3304386.0,0.88,2.52,0.42,505.77,2.52,1339185.4,146.75,0.35,True,81.18,1.46,0.34,1.12,2025-08-21,6.42,0,,35.4,ATH,False,False
21-08-2025 09:00,MZHLD,7.02,7.4,7.02,7.32,1471873.0,0.08,0.3,0.03,867.74,0.3,710724.8,107.09,0.27,True,72.42,0.22,0.01,0.21,2025-08-21,4.27,0,,5.54,ATH,False,False
21-08-2025 09:00,PASEU,97.45,106.7,97.0,106.7,6214695.0,0.0,9.25,1.73,433.14,9.25,3902812.2,59.24,0.0,True,72.01,2.95,1.26,1.68,2025-08-21,10.0,0,,86.5,ATH,False,False
21-08-2025 09:00,PAGYO,78.15,85.95,76.6,83.85,567312.0,2.1,5.7,0.9,536.87,5.7,228205.1,148.6,0.37,True,74.81,0.74,0.75,-0.01,2025-08-21,7.29,0,,67.0,ATH,False,False
21-08-2025 09:00,ZEDUR,10.38,10.9,10.03,10.89,17029717.0,0.01,0.51,0.08,529.63,0.51,6147196.0,177.03,0.02,True,77.8,0.51,0.08,0.43,2025-08-21,7.29,0,,6.8,ATH,False,False
21-08-2025 09:00,GSRAY,1.52,1.64,1.5,1.63,2018248930.0,0.01,0.11,0.02,478.95,0.11,873281297.2,131.11,0.09,True,76.99,0.05,0.02,0.03,2025-08-21,8.67,0,,1.14,1.67,False,False
21-08-2025 09:00,YUNSA,7.15,7.59,7.11,7.59,78921298.0,0.0,0.44,0.05,746.15,0.44,15864319.3,397.48,0.0,True,80.79,0.33,0.08,0.25,2025-08-21,10.0,0,,4.7,ATH,False,False
21-08-2025 09:00,BAKAB,40.4,43.24,40.02,42.82,1994597.0,0.42,2.42,0.33,624.55,2.42,733680.2,171.86,0.17,True,67.53,1.25,0.08,1.18,2025-08-21,5.99,0,,36.38,43.8,False,False
21-08-2025 09:00,KBORU,14.13,15.54,14.11,15.52,30911102.0,0.02,1.39,0.12,1020.97,1.39,15880734.8,94.65,0.01,True,73.65,0.53,0.13,0.39,2025-08-21,9.84,0,,11.66,ATH,False,False
21-08-2025 09:00,SKTAS,3.26,3.56,3.23,3.56,72373323.99,0.0,0.3,0.03,900.0,0.3,38787962.1,86.59,0.0,True,72.66,0.15,0.04,0.11,2025-08-21,9.9,0,,2.37,ATH,False,False
21-08-2025 09:00,SASA,3.98,4.35,3.98,4.35,2546825220.0,0.0,0.37,0.11,227.43,0.37,1586000820.0,60.58,0.0,True,73.68,0.26,0.11,0.15,2025-08-21,9.85,0,,3.08,ATH,False,False
21-08-2025 09:00,ULKER,116.0,120.6,115.6,120.2,13260580.0,0.4,4.2,0.44,854.55,4.2,7468667.7,77.55,0.1,True,65.67,1.98,0.23,1.75,2025-08-21,4.34,0,,106.1,121.3,False,False
21-08-2025 09:00,EUYO,12.74,14.0,12.6,13.97,1062816.0,0.03,1.23,0.18,579.56,1.23,534668.2,98.78,0.02,True,74.74,0.52,0.08,0.44,2025-08-21,9.65,0,,9.73,ATH,False,False
21-08-2025 09:00,TATEN,50.8,55.55,49.7,55.55,10516473.0,0.0,4.75,0.5,857.66,4.75,3604905.8,191.73,0.0,True,69.4,1.53,0.12,1.42,2025-08-21,10.0,0,,39.72,ATH,False,False
21-08-2025 09:00,CWENE,17.85,19.07,17.85,18.86,25784713.0,0.21,1.01,0.11,809.91,1.01,12710171.2,102.87,0.21,True,67.94,0.48,0.04,0.44,2025-08-21,5.66,0,,13.31,ATH,False,False
20-08-2025 09:00,ZOREN,3.65,4.02,3.57,4.0,298272780.0,0.02,0.35,0.06,514.04,0.35,118982756.3,150.69,0.06,True,75.3,0.13,0.04,0.09,2025-08-20,9.29,0,,2.8,ATH,False,False
20-08-2025 09:00,VESTL,36.6,39.5,36.26,38.9,21457978.0,0.6,2.3,0.13,1725.4,2.3,8070892.9,165.87,0.26,True,55.72,0.45,-0.08,0.53,2025-08-20,0.99,0,,31.32,40.04,False,False
20-08-2025 09:00,PETKM,18.59,19.8,18.43,19.72,162331415.0,0.08,1.13,0.13,782.81,1.13,64279041.1,152.54,0.07,True,77.54,0.42,0.15,0.27,2025-08-20,6.08,0,,16.95,ATH,False,False
20-08-2025 09:00,YAYLA,42.5,45.02,40.64,45.02,1507525.0,0.0,2.52,0.71,256.94,2.52,873053.6,72.67,0.0,True,77.78,4.07,0.54,3.53,2025-08-20,7.24,0,,20.26,ATH,False,False
20-08-2025 09:00,SANEL,27.02,30.58,27.02,29.86,428081.0,0.72,2.84,0.43,566.67,2.84,174379.9,145.49,0.25,True,62.17,0.95,-0.06,1.0,2025-08-20,-0.27,0,,23.26,31.36,False,False
20-08-2025 09:00,ANELE,21.58,23.94,21.58,23.52,11603262.0,0.42,1.94,0.22,766.07,1.94,4324499.9,168.31,0.22,True,78.88,1.1,0.11,0.99,2025-08-20,7.99,0,,16.5,ATH,False,False
20-08-2025 09:00,DGNMO,7.59,7.88,7.31,7.84,19389978.0,0.04,0.25,0.05,380.77,0.25,9116697.1,112.69,0.16,True,65.65,0.26,0.02,0.24,2025-08-20,-0.88,0,,ATL,ATH,False,False
20-08-2025 09:00,FZLGY,12.0,13.01,11.79,13.01,20782078.0,0.0,1.01,0.21,378.42,1.01,12614738.05,64.74,0.0,True,85.43,0.88,0.23,0.65,2025-08-20,9.97,0,,7.99,ATH,False,False
20-08-2025 09:00,AKSA,9.97,10.35,9.81,10.31,32666837.0,0.04,0.34,0.01,4757.14,0.34,17726237.1,84.29,0.12,True,62.97,0.17,-0.0,0.17,2025-08-20,3.83,0,,9.03,10.4,False,False
20-08-2025 09:00,EGPRO,22.0,24.14,21.62,24.0,4801176.0,0.14,2.0,0.12,1539.34,2.0,1666634.4,188.08,0.07,True,71.57,0.73,0.1,0.63,2025-08-20,8.3,0,,19.02,24.9,False,False
20-08-2025 09:00,BORSK,24.3,25.82,24.24,25.56,9921603.0,0.26,1.26,0.14,775.0,1.26,3850247.5,157.69,0.21,True,67.42,0.66,-0.05,0.71,2025-08-20,5.53,0,,23.5,ATH,False,False
20-08-2025 09:00,KRONT,13.8,14.9,13.7,14.6,7896705.0,0.3,0.8,0.06,1211.48,0.8,5067023.8,55.85,0.38,True,71.49,0.72,-0.02,0.74,2025-08-20,5.8,0,,7.8,ATH,False,False
20-08-2025 09:00,TOASO,235.9,242.2,234.1,242.0,6785955.0,0.2,6.1,0.69,784.06,6.1,4372680.2,55.19,0.03,True,70.98,7.66,-0.13,7.79,2025-08-20,2.76,0,,202.7,ATH,False,False
20-08-2025 09:00,TBORG,171.4,184.5,171.2,181.0,1630956.0,3.5,9.6,0.01,95900.0,9.6,793972.2,105.42,0.36,True,62.39,-1.25,0.83,-2.08,2025-08-20,5.85,0,,163.1,187.5,False,False
20-08-2025 09:00,SKBNK,6.79,7.49,6.75,7.49,269879410.0,0.0,0.7,0.15,382.76,0.7,153821669.7,75.45,0.0,True,73.23,0.12,0.14,-0.02,2025-08-20,9.99,0,,5.58,7.74,False,False
20-08-2025 09:00,BORLS,21.06,22.3,21.04,22.3,9716357.0,0.0,1.24,0.24,423.21,1.24,5591079.2,73.78,0.0,True,70.93,1.04,0.17,0.87,2025-08-20,5.09,0,,13.95,27.06,False,False
20-08-2025 09:00,OYAKC,24.5,25.64,24.18,25.58,50279598.0,0.06,1.08,0.09,1127.27,1.08,27053042.7,85.86,0.06,True,67.16,0.32,0.09,0.23,2025-08-20,4.84,0,,23.1,ATH,False,False
20-08-2025 09:00,ATATP,117.0,126.8,115.6,126.8,4100041.0,0.0,9.8,1.44,580.56,9.8,1808020.0,126.77,0.0,True,88.67,7.59,2.47,5.12,2025-08-20,9.97,0,,71.7,ATH,False,False
19-08-2025 09:00,GUNDG,76.75,84.45,75.85,84.1,2542633.0,0.35,7.35,1.66,342.77,7.35,1461729.0,73.95,0.05,True,82.7,3.97,1.11,2.86,2025-08-19,9.29,0,,63.45,ATH,False,False
19-08-2025 09:00,GRTHO,442.75,486.75,442.75,486.25,1259804.0,0.5,43.5,2.68,1526.17,43.5,692172.8,82.01,0.01,True,68.39,18.97,-0.18,19.15,2025-08-19,9.09,0,,401.25,493.5,False,False
19-08-2025 09:00,TERA,584.5,642.0,526.5,640.0,18752544.0,2.0,55.5,14.45,284.08,55.5,5599105.0,234.92,0.04,True,83.5,59.52,17.39,42.13,2025-08-19,9.5,0,,325.5,ATH,False,False
19-08-2025 09:00,DOBUR,479.75,523.0,476.5,522.0,506783.0,1.0,42.25,6.7,530.6,42.25,239331.7,111.75,0.02,True,73.6,24.54,1.75,22.79,2025-08-19,8.75,0,,404.75,ATH,False,False
19-08-2025 09:00,EGEGY,24.86,27.24,24.62,27.24,4390681.0,0.0,2.38,0.04,5850.0,2.38,2071393.1,111.97,0.0,True,68.09,0.71,0.04,0.67,2025-08-19,9.93,0,,23.04,ATH,False,False
19-08-2025 09:00,TAVHL,253.75,260.75,251.75,260.25,4456361.0,0.5,6.5,0.38,1633.33,6.5,2504876.2,77.91,0.08,True,55.31,0.06,-0.11,0.17,2025-08-19,3.27,0,,239.7,279.75,False,False
19-08-2025 09:00,ICBCT,14.69,16.04,14.64,16.04,8123499.0,0.0,1.35,0.02,7400.0,1.35,3815363.6,112.92,0.0,True,58.83,-0.13,-0.01,-0.11,2025-08-19,9.94,0,,15.07,16.17,False,False
19-08-2025 09:00,ATAKP,49.5,52.85,48.6,52.8,3282154.0,0.05,3.3,0.34,876.33,3.3,1301111.7,152.26,0.02,True,78.52,1.67,0.21,1.45,2025-08-19,9.36,0,,37.04,ATH,False,False
19-08-2025 09:00,RNPOL,36.2,40.2,36.08,39.52,783694.0,0.68,3.32,0.78,323.47,3.32,339155.2,131.07,0.2,True,72.11,1.46,0.33,1.14,2025-08-19,7.39,0,,29.08,ATH,False,False
19-08-2025 09:00,LIDER,233.3,255.75,231.2,255.75,531970.0,0.0,22.45,2.62,755.24,22.45,260948.0,103.86,0.0,True,68.67,2.76,1.85,0.92,2025-08-19,10.0,0,,225.0,272.0,False,False
19-08-2025 09:00,EUHOL,9.67,11.5,9.67,11.49,3228992.0,0.01,1.82,0.17,1003.03,1.82,1242869.1,159.8,0.01,True,50.16,-0.23,0.13,-0.36,2025-08-19,7.69,0,,10.6,13.3,True,False
19-08-2025 09:00,GSDHO,4.4,5.02,4.34,5.02,47439583.0,0.0,0.62,0.08,684.81,0.62,15050830.7,215.2,0.0,True,79.91,0.17,0.03,0.14,2025-08-19,9.85,0,,3.46,ATH,False,False
18-08-2025 09:00,KRSTL,10.0,10.7,9.75,10.51,22006111.0,0.19,0.51,0.03,1445.45,0.51,14096876.2,56.11,0.37,True,78.58,0.62,0.08,0.53,2025-08-18,5.73,0,,8.66,ATH,False,False
18-08-2025 09:00,YATAS,31.06,32.34,30.74,32.3,2516915.0,0.04,1.24,0.31,294.9,1.24,1559291.4,61.41,0.03,True,77.65,1.09,0.23,0.86,2025-08-18,4.46,0,,27.02,ATH,False,False
18-08-2025 09:00,MARKA,53.35,58.6,53.35,58.6,4788142.0,0.0,5.25,0.39,1229.11,5.25,1795505.0,166.67,0.0,True,71.58,1.12,0.59,0.53,2025-08-18,9.94,0,,47.62,59.25,False,False
18-08-2025 09:00,DOFER,45.0,48.4,45.0,48.0,1709936.0,0.4,3.0,0.08,3746.15,3.0,1104940.8,54.75,0.13,True,61.6,0.84,-0.33,1.17,2025-08-18,6.81,0,,27.14,51.35,False,False
18-08-2025 09:00,VKFYO,20.1,22.32,19.9,22.32,749674.0,0.0,2.22,0.36,518.38,2.22,339363.1,120.91,0.0,True,73.08,0.71,0.15,0.55,2025-08-18,9.95,0,,15.62,ATH,False,False
18-08-2025 09:00,DGATE,80.0,86.95,79.5,86.05,894649.0,0.9,6.05,0.9,572.22,6.05,581391.7,53.88,0.15,True,67.26,2.27,0.63,1.64,2025-08-18,7.56,0,,68.75,ATH,False,False
18-08-2025 09:00,OFSYM,55.0,58.4,54.4,58.0,2783271.0,0.4,3.0,0.02,14900.0,3.0,1449933.1,91.96,0.13,True,61.3,2.1,-0.35,2.46,2025-08-18,5.55,0,,37.1,ATH,False,False
18-08-2025 09:00,ISDMR,39.06,40.74,39.04,40.6,3331713.0,0.14,1.54,0.08,1778.05,1.54,2000494.1,66.54,0.09,True,69.77,0.87,0.01,0.86,2025-08-18,3.73,0,,37.56,ATH,False,False
18-08-2025 09:00,ECILC,55.0,60.0,54.6,59.5,12316976.0,0.5,4.5,0.75,500.8,4.5,7304952.2,68.61,0.11,True,77.19,2.26,0.67,1.59,2025-08-18,8.48,0,,40.4,ATH,False,False
18-08-2025 09:00,RUZYE,9.46,9.96,9.33,9.96,39978033.0,0.0,0.5,0.07,646.27,0.5,20438074.6,95.61,0.0,True,70.94,0.19,0.11,0.08,2025-08-18,9.93,0,,7.95,10.7,False,False
18-08-2025 09:00,IZMDC,5.9,6.13,5.83,6.13,10267636.0,0.0,0.23,0.0,7566.67,0.23,5895545.6,74.16,0.0,True,73.52,0.16,0.01,0.15,2025-08-18,5.69,0,,5.03,ATH,False,False
18-08-2025 09:00,EREGL,27.8,28.82,27.68,28.78,274671160.0,0.04,0.98,0.12,730.51,0.98,157342470.9,74.57,0.04,True,71.65,0.41,0.08,0.32,2025-08-18,4.05,0,,26.38,ATH,False,False
18-08-2025 09:00,YESIL,2.13,2.34,2.13,2.34,163138500.0,0.0,0.21,0.01,2233.33,0.21,86006861.5,89.68,0.0,True,66.9,0.11,-0.02,0.13,2025-08-18,9.86,0,,2.05,2.49,False,False
18-08-2025 09:00,TRILC,21.72,22.78,21.6,22.52,8887569.0,0.26,0.8,0.04,1804.76,0.8,5893635.3,50.8,0.33,True,55.9,0.24,-0.1,0.34,2025-08-18,4.07,0,,20.7,23.66,False,False
18-08-2025 09:00,PARSN,94.1,99.05,93.8,98.95,769826.0,0.1,4.85,0.37,1210.81,4.85,384948.2,99.98,0.02,True,69.01,2.53,0.02,2.51,2025-08-18,5.27,0,,74.6,ATH,False,False
18-08-2025 09:00,KONTR,25.16,27.6,25.1,27.6,48462804.0,0.0,2.44,0.3,718.79,2.44,22646139.9,114.0,0.0,True,69.06,0.68,0.1,0.58,2025-08-18,9.96,0,,20.8,29.12,False,False
18-08-2025 09:00,KLMSN,29.66,32.24,29.66,32.24,1978005.0,0.0,2.58,0.09,2766.67,2.58,1294420.2,52.81,0.0,True,82.62,1.22,0.27,0.95,2025-08-18,9.96,0,,21.54,ATH,False,False
18-08-2025 09:00,TSPOR,1.15,1.24,1.14,1.24,1216880700.0,0.0,0.09,0.0,2150.0,0.09,510850122.6,138.21,0.0,True,67.43,0.03,0.0,0.03,2025-08-18,9.73,0,,1.1,1.6,False,False
