Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
10-06-2025 10:00,A1CAP,6.9,7.55,6.88,7.55,16527106.0,0.0,0.65,0.05,1081.82,0.65,3944565.9,318.98,0.0,True,74.73,2025-06-10,6.87,9.9,0,,6.1,ATH,False,False
10-06-2025 10:00,KBORU,11.83,12.3,11.74,12.28,3791302.0,0.02,0.45,0.02,2268.42,0.45,1161490.1,226.42,0.04,True,72.24,2025-06-10,11.81,3.98,0,,11.05,12.5,False,False
10-06-2025 10:00,INFO,2.25,2.43,2.25,2.41,8445685.0,0.02,0.16,0.01,966.67,0.16,2244465.1,276.29,0.12,True,76.79,2025-06-10,2.24,7.59,0,,2.08,2.52,False,False
10-06-2025 10:00,ISCTR,11.57,11.72,11.53,11.71,139178190.0,0.01,0.14,0.01,1172.73,0.14,38863092.3,258.12,0.07,True,76.11,2025-06-10,11.42,2.54,0,,10.72,ATH,False,False
10-06-2025 10:00,ISFIN,11.83,11.96,11.82,11.95,865057.0,0.01,0.12,0.03,361.54,0.12,346554.4,149.62,0.08,True,68.89,2025-06-10,11.74,1.79,0,,11.05,12.5,False,False
10-06-2025 10:00,A1YEN,27.28,28.04,27.24,27.86,696631.0,0.18,0.58,0.06,866.67,0.58,179835.8,287.37,0.31,True,73.53,2025-06-10,27.14,2.65,0,,25.12,ATH,False,False
10-06-2025 10:00,IZENR,6.57,6.7,6.57,6.67,3419671.0,0.03,0.1,0.01,614.29,0.1,1678163.2,103.77,0.3,True,75.06,2025-06-10,6.52,2.3,0,,6.2,6.91,False,False
10-06-2025 10:00,IZFAS,124.9,127.7,124.0,127.0,202517.0,0.7,2.1,0.37,467.57,2.1,117584.5,72.23,0.33,True,82.54,2025-06-10,124.9,1.68,0,,114.9,ATH,False,False
10-06-2025 10:00,IZMDC,5.09,5.2,5.08,5.19,844748.0,0.01,0.1,0.02,455.56,0.1,229744.9,267.69,0.1,True,80.49,2025-06-10,5.08,2.17,0,,4.95,ATH,False,False
10-06-2025 10:00,KARSN,10.18,10.26,10.17,10.25,1974375.0,0.01,0.07,0.01,775.0,0.07,959370.2,105.8,0.14,True,67.88,2025-06-10,10.11,1.38,0,,9.81,10.28,False,False
10-06-2025 10:00,KAYSE,20.74,22.28,20.72,21.98,4133082.0,0.3,1.24,0.14,811.76,1.24,685885.8,502.59,0.24,True,82.05,2025-06-10,20.58,6.8,0,,19.57,ATH,False,False
10-06-2025 10:00,KLSER,29.44,30.34,29.42,30.14,839223.0,0.2,0.7,0.08,775.0,0.7,216586.1,287.48,0.29,True,69.08,2025-06-10,29.2,3.22,0,,29.04,ATH,False,False
10-06-2025 10:00,EGGUB,88.65,93.45,87.2,92.3,652257.0,1.15,3.65,0.72,410.49,3.65,261334.3,149.59,0.32,True,80.03,2025-06-10,86.7,6.46,0,,77.0,ATH,False,False
10-06-2025 10:00,KLSYN,5.54,5.62,5.46,5.6,1003640.0,0.02,0.06,0.01,445.45,0.06,232177.1,332.27,0.33,True,74.5,2025-06-10,5.42,3.32,0,,5.31,ATH,False,False
10-06-2025 10:00,KMPUR,14.54,14.71,14.53,14.71,306690.0,0.0,0.17,0.02,639.13,0.17,92282.3,232.34,0.0,True,69.1,2025-06-10,14.53,1.24,0,,13.99,ATH,False,False
10-06-2025 10:00,KOCMT,12.36,12.9,12.35,12.82,2117080.0,0.08,0.46,0.05,878.72,0.46,1140566.1,85.62,0.17,True,73.86,2025-06-10,12.32,4.06,0,,11.99,14.79,False,False
