Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Kosul,rsi,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
21-01-2025 10:00,DCTTR,34.06,35.84,34.04,35.6,2836769.0,0.24,1.54,0.15,900.0,1.54,567702.4,399.69,True,83.86,2025-01-21,34.1,4.4,0,,28.7,ATH,False,False
21-01-2025 10:00,SAMAT,21.28,22.7,20.9,22.68,3357653.0,0.02,1.4,0.01,11566.67,1.4,716495.3,368.62,True,67.4,2025-01-21,21.32,6.38,0,,19.53,23.6,False,False
21-01-2025 10:00,IHEVA,2.59,2.63,2.59,2.63,377041.0,0.0,0.04,0.0,3900.0,0.04,161584.0,133.34,True,55.43,2025-01-21,2.61,0.77,0,,2.58,2.65,False,False
21-01-2025 10:00,SNICA,5.21,5.46,5.2,5.42,15644829.0,0.04,0.21,0.02,1005.26,0.21,2887890.6,441.74,True,75.76,2025-01-21,5.23,3.63,0,,5.11,ATH,False,False
21-01-2025 10:00,GESAN,45.38,46.38,45.12,46.32,1064701.0,0.06,0.94,0.06,1578.57,0.94,315852.9,237.09,True,59.73,2025-01-21,45.56,1.67,0,,45.16,46.54,False,False
21-01-2025 10:00,BERA,16.75,16.88,16.61,16.88,1966902.0,0.0,0.13,0.03,282.35,0.13,863792.6,127.71,True,70.74,2025-01-21,16.89,-0.06,0,,16.05,ATH,False,False
21-01-2025 10:00,BEGYO,7.07,7.26,7.07,7.23,2514906.0,0.03,0.16,0.01,2185.71,0.16,1129078.1,122.74,True,57.19,2025-01-21,7.07,2.26,0,,6.68,7.27,False,False
21-01-2025 10:00,BAGFS,23.3,24.4,23.2,24.24,1055468.0,0.16,0.94,0.1,879.17,0.94,151433.2,596.99,True,75.21,2025-01-21,23.22,4.39,0,,23.0,25.92,False,False
21-01-2025 10:00,ISKPL,19.22,19.7,19.15,19.61,381386.0,0.09,0.39,0.06,561.02,0.39,158078.2,141.26,True,62.24,2025-01-21,19.35,1.34,0,,18.7,19.9,False,False
21-01-2025 10:00,VAKFN,2.04,2.06,2.02,2.06,10187564.0,0.0,0.02,0.0,566.67,0.02,5291723.7,92.52,True,52.79,2025-01-21,2.04,0.98,0,,1.99,2.12,False,False
21-01-2025 10:00,XU100,10012.67,10068.41,9989.37,10054.0,1200333331.0,14.41,41.33,2.44,1597.33,41.33,411756339.9,191.52,True,66.18,2025-01-21,10029.31,0.25,0,,9659.51,ATH,False,False
21-01-2025 10:00,YKBNK,31.92,32.64,31.86,32.44,76278401.0,0.2,0.52,0.06,738.71,0.52,25798303.0,195.67,True,72.79,2025-01-21,31.98,1.44,0,,31.16,ATH,False,False
21-01-2025 10:00,GEDZA,31.9,32.28,31.84,32.2,92258.0,0.08,0.3,0.03,1053.85,0.3,53884.6,71.21,True,50.66,2025-01-21,31.96,0.75,0,,31.86,32.38,False,False
21-01-2025 10:00,BTCIM,4.43,4.72,4.41,4.7,54582176.0,0.02,0.27,0.03,831.03,0.27,12657655.5,331.22,True,83.64,2025-01-21,4.44,5.86,0,,3.7,ATH,False,False
21-01-2025 10:00,ALTIN,31.28,31.47,31.27,31.46,4454116.0,0.01,0.18,0.02,847.37,0.18,1372874.7,224.44,True,73.47,2025-01-21,31.1,1.16,0,,31.06,ATH,False,False
21-01-2025 10:00,TRCAS,28.22,29.28,27.8,29.2,1002967.0,0.08,0.98,0.12,744.83,0.98,500621.0,100.34,True,69.17,2025-01-21,28.22,3.47,0,,26.54,ATH,False,False
21-01-2025 10:00,TCELL,99.1,102.2,99.0,102.1,10469636.0,0.1,3.0,0.24,1150.0,3.0,2287998.2,357.59,True,69.14,2025-01-21,99.7,2.41,0,,94.2,ATH,False,False
21-01-2025 10:00,EGEGY,14.99,15.41,14.92,15.3,8782685.0,0.11,0.31,0.04,694.87,0.31,2187227.7,301.54,True,57.4,2025-01-21,15.0,2.0,0,,14.8,18.05,True,True
21-01-2025 10:00,DOHOL,14.13,14.34,14.1,14.32,8902795.0,0.02,0.19,0.0,3700.0,0.19,3039950.3,192.86,True,58.03,2025-01-21,14.19,0.92,0,,13.85,14.4,False,False
21-01-2025 10:00,EDATA,13.55,14.7,13.38,14.38,2982405.0,0.32,0.83,0.09,843.18,0.83,521998.7,471.34,True,81.32,2025-01-21,13.57,5.97,0,,12.85,14.45,False,False
21-01-2025 10:00,XBANK,15361.56,15581.65,15329.14,15524.23,327245746.0,57.42,162.67,26.2,520.97,162.67,113375824.9,188.64,True,72.93,2025-01-21,15367.63,1.02,0,,14512.8,ATH,False,False
21-01-2025 10:00,AKBNK,67.0,68.25,66.9,68.05,31212125.0,0.2,1.05,0.19,467.57,1.05,9522996.5,227.76,True,73.71,2025-01-21,67.15,1.34,0,,62.55,ATH,False,False
20-01-2025 17:00,MANAS,9.0,9.25,8.95,9.25,638216.0,0.0,0.25,0.03,614.29,0.25,327857.6,94.66,True,68.75,2025-01-20,8.88,4.17,0,,8.71,9.4,False,False
20-01-2025 17:00,AGROT,10.59,11.09,10.56,11.08,16062235.0,0.01,0.49,0.07,590.14,0.49,6021158.0,166.76,True,86.23,2025-01-20,10.34,7.16,0,,10.04,ATH,False,False
20-01-2025 17:00,BAYRK,17.7,17.91,17.63,17.88,788131.0,0.03,0.18,0.01,1700.0,0.18,299180.6,163.43,True,57.17,2025-01-20,17.76,0.68,0,,17.53,18.25,False,False
20-01-2025 17:00,ISCTR,14.28,14.47,14.27,14.45,120352080.0,0.02,0.17,0.01,1788.89,0.17,48165980.5,149.87,True,64.4,2025-01-20,14.28,1.19,0,,14.14,14.56,False,False
20-01-2025 17:00,KOPOL,6.01,6.39,5.99,6.39,3628360.0,0.0,0.38,0.03,985.71,0.38,1149149.7,215.74,True,75.21,2025-01-20,6.03,5.97,0,,5.65,ATH,False,False
20-01-2025 17:00,GARAN,132.7,134.0,132.4,134.0,4788111.0,0.0,1.3,0.0,4.5739683715481896e+16,1.3,2294277.4,108.7,True,66.41,2025-01-20,132.8,0.9,0,,131.0,135.0,False,False
20-01-2025 17:00,BMSTL,28.74,29.0,28.72,28.94,265917.0,0.06,0.2,0.0,4900.0,0.2,128156.5,107.49,True,53.94,2025-01-20,28.9,0.14,0,,28.24,29.26,False,False
20-01-2025 16:00,MERIT,14.15,14.55,14.15,14.45,1015547.0,0.1,0.3,0.0,5900.0,0.3,320009.1,217.35,True,56.63,2025-01-20,14.21,1.69,0,,14.07,14.65,False,False
20-01-2025 16:00,GENTS,11.14,11.47,11.14,11.47,349416.0,0.0,0.33,0.05,617.39,0.33,145103.0,140.81,True,62.97,2025-01-20,11.14,2.96,0,,10.85,11.55,False,False
20-01-2025 16:00,HALKB,18.01,18.33,17.98,18.31,6274353.0,0.02,0.3,0.03,971.43,0.3,4080714.9,53.76,True,67.66,2025-01-20,18.0,1.72,0,,17.88,18.37,False,False
20-01-2025 16:00,LKMNH,21.38,21.78,21.38,21.76,462761.0,0.02,0.38,0.01,3066.67,0.38,142011.9,225.86,True,65.88,2025-01-20,21.46,1.4,0,,20.94,22.06,False,False
20-01-2025 16:00,MERCN,16.03,17.0,16.0,16.73,1390698.0,0.27,0.7,0.05,1272.55,0.7,303428.9,358.33,True,65.91,2025-01-20,16.0,4.56,0,,15.71,ATH,False,False
20-01-2025 16:00,BEYAZ,27.78,28.04,27.7,28.02,403535.0,0.02,0.24,0.01,3900.0,0.24,211429.6,90.86,True,60.81,2025-01-20,28.0,0.07,0,,26.62,28.2,False,False
20-01-2025 15:00,AEFES,165.6,169.9,165.6,169.0,2256728.0,0.9,3.4,0.21,1519.05,3.4,786544.2,186.92,True,60.71,2025-01-20,165.7,1.99,0,,164.8,172.6,False,False
20-01-2025 15:00,SAFKR,56.7,57.6,56.55,57.45,200784.0,0.15,0.75,0.17,341.18,0.75,111279.6,80.43,True,56.62,2025-01-20,56.1,2.41,0,,55.65,57.5,False,False
20-01-2025 15:00,KNFRT,13.22,13.46,13.2,13.43,268028.0,0.03,0.21,0.04,467.57,0.21,139608.8,91.99,True,63.58,2025-01-20,13.12,2.36,0,,12.63,ATH,False,False
20-01-2025 15:00,OSMEN,9.81,10.23,9.8,10.13,965151.0,0.1,0.32,0.03,1130.77,0.32,275931.0,249.78,True,64.8,2025-01-20,9.85,2.84,0,,9.7,10.69,False,False
20-01-2025 14:00,MHRGY,4.87,4.91,4.86,4.91,681222.0,0.0,0.04,0.0,1900.0,0.04,431634.9,57.82,True,59.38,2025-01-20,4.84,1.45,0,,4.83,4.97,True,False
20-01-2025 14:00,HKTM,18.41,19.19,18.41,18.98,1376073.0,0.21,0.57,0.11,427.78,0.57,648271.3,112.27,True,75.78,2025-01-20,18.01,5.39,0,,16.07,ATH,False,False
20-01-2025 13:00,PRDGS,5.44,5.74,5.42,5.71,4577752.0,0.03,0.27,0.02,1073.91,0.27,1114697.8,310.67,True,69.87,2025-01-20,5.41,5.55,0,,5.4,5.96,False,False
20-01-2025 13:00,ISFIN,13.23,13.29,13.22,13.28,419171.0,0.01,0.05,0.0,1566.67,0.05,233834.5,79.26,True,60.73,2025-01-20,13.24,0.3,0,,12.52,13.38,False,False
20-01-2025 13:00,ARDYZ,38.9,39.56,38.84,39.48,851185.0,0.08,0.58,0.13,360.32,0.58,225272.1,277.85,True,74.05,2025-01-20,38.08,3.68,0,,37.5,39.7,False,False
20-01-2025 13:00,PCILT,17.11,17.47,17.1,17.38,511872.0,0.09,0.27,0.06,335.48,0.27,127807.5,300.5,True,69.9,2025-01-20,16.82,3.33,1,17.47,16.08,17.47,False,False
20-01-2025 12:00,FENER,47.46,48.86,47.42,48.58,2301780.0,0.28,1.12,0.11,900.0,1.12,736385.1,212.58,True,73.37,2025-01-20,46.86,3.67,1,48.86,44.08,48.86,False,False
20-01-2025 12:00,TEKTU,4.54,4.66,4.52,4.65,1662818.0,0.01,0.11,0.01,1000.0,0.11,467538.1,255.65,True,69.62,2025-01-20,4.54,2.42,1,4.66,4.51,4.66,False,False
20-01-2025 12:00,FZLGY,27.2,28.02,27.18,27.94,261852.0,0.08,0.74,0.08,780.95,0.74,110294.3,137.41,True,70.24,2025-01-20,27.04,3.33,0,,25.5,28.42,False,False
20-01-2025 12:00,GSRAY,2.11,2.14,2.11,2.14,65269545.0,0.0,0.03,0.0,900.0,0.03,25200996.6,159.0,True,59.37,2025-01-20,2.13,0.47,0,,2.09,2.15,False,False
20-01-2025 12:00,ASELS,81.5,82.4,81.45,82.25,3012564.0,0.15,0.75,0.07,971.43,0.75,1746687.9,72.47,True,72.13,2025-01-20,81.05,1.48,0,,77.3,ATH,False,False
20-01-2025 12:00,LIDFA,3.03,3.07,3.01,3.06,1424487.0,0.01,0.03,0.01,233.33,0.03,594710.3,139.53,True,72.65,2025-01-20,2.97,3.03,1,3.07,2.91,3.07,False,False
20-01-2025 11:00,EUPWR,33.64,34.0,33.64,33.92,546402.0,0.08,0.28,0.03,775.0,0.28,339756.2,60.82,True,62.71,2025-01-20,33.4,1.56,1,34.0,33.12,34.0,False,False
20-01-2025 11:00,PASEU,32.86,34.78,32.82,34.78,2514650.0,0.0,1.92,0.2,850.5,1.92,954615.8,163.42,True,87.53,2025-01-20,32.3,7.68,0,,32.0,ATH,False,False
20-01-2025 11:00,OZYSR,27.28,27.58,27.28,27.56,261549.0,0.02,0.28,0.01,4566.67,0.28,103191.3,153.46,True,58.37,2025-01-20,27.24,1.17,0,,26.82,27.72,False,False
20-01-2025 11:00,ODAS,6.0,6.08,6.0,6.06,12970684.0,0.02,0.06,0.01,650.0,0.06,6493582.8,99.75,True,66.29,2025-01-20,5.92,2.36,1,6.08,5.87,6.08,False,False
20-01-2025 11:00,METRO,2.56,2.59,2.56,2.59,618421.0,0.0,0.03,0.0,900.0,0.03,411494.6,50.29,True,65.21,2025-01-20,2.55,1.57,0,,2.54,2.64,False,False
20-01-2025 11:00,EGPRO,23.24,23.96,23.2,23.82,310881.0,0.14,0.58,0.04,1511.11,0.58,147608.9,110.61,True,60.34,2025-01-20,22.86,4.2,1,23.96,22.84,23.96,True,False
20-01-2025 11:00,KOZAL,23.48,24.06,23.48,23.92,21333375.0,0.14,0.44,0.07,528.57,0.44,9141263.2,133.37,True,81.82,2025-01-20,23.24,2.93,0,,21.54,ATH,False,False
20-01-2025 11:00,IMASM,2.98,3.02,2.98,3.01,1400067.0,0.01,0.03,0.01,328.57,0.03,850561.4,64.61,True,64.89,2025-01-20,2.95,2.03,1,3.02,2.92,3.02,False,False
20-01-2025 11:00,KOZAA,73.0,74.3,73.0,73.95,1596734.0,0.35,0.95,0.28,245.45,0.95,730508.4,118.58,True,83.01,2025-01-20,71.75,3.07,0,,66.75,ATH,False,False
20-01-2025 11:00,KOCMT,15.64,15.72,15.55,15.72,913862.0,0.0,0.08,0.01,471.43,0.08,544022.8,67.98,True,46.58,2025-01-20,15.49,1.48,0,,15.49,17.89,True,False
20-01-2025 11:00,KIMMR,11.08,11.29,11.08,11.24,615457.0,0.05,0.16,0.02,595.65,0.16,230590.2,166.91,True,68.05,2025-01-20,11.05,1.72,1,11.29,10.84,11.29,False,False
20-01-2025 11:00,KERVT,13.16,13.38,13.16,13.34,529463.0,0.04,0.18,0.02,620.0,0.18,217170.7,143.8,True,64.5,2025-01-20,13.07,2.07,1,13.38,12.98,13.38,False,False
20-01-2025 11:00,KAYSE,19.64,19.76,19.64,19.74,302387.0,0.02,0.1,0.01,809.09,0.1,154244.4,96.04,True,58.0,2025-01-20,19.6,0.71,0,,19.29,19.77,False,False
20-01-2025 11:00,KARSN,12.11,12.8,12.11,12.73,41516918.0,0.07,0.62,0.05,1115.69,0.62,5179379.8,701.58,True,77.59,2025-01-20,12.07,5.47,0,,11.99,13.25,False,False
20-01-2025 11:00,PLTUR,31.54,32.3,31.54,32.22,419163.0,0.08,0.68,0.0,33900.0,0.68,182199.9,130.06,True,56.24,2025-01-20,31.88,1.07,0,,31.4,32.58,False,False
20-01-2025 11:00,CANTE,1.67,1.68,1.65,1.68,31240503.0,0.0,0.01,0.01,100.0,0.01,12539307.3,149.14,True,67.15,2025-01-20,1.65,1.82,0,,1.63,1.69,False,False
20-01-2025 11:00,BURCE,17.98,18.29,17.96,18.22,451210.0,0.07,0.24,0.03,650.0,0.24,138836.7,224.99,True,65.09,2025-01-20,17.86,2.02,1,18.29,17.8,18.29,False,False
20-01-2025 10:00,VBTYZ,25.14,25.66,25.04,25.6,275905.0,0.06,0.46,0.07,596.97,0.46,131587.1,109.67,True,74.43,2025-01-20,25.16,1.75,0,,23.8,26.42,False,False
20-01-2025 10:00,ADEL,33.68,33.82,33.48,33.8,570185.0,0.02,0.12,0.02,500.0,0.12,196616.6,190.0,True,47.54,2025-01-20,33.68,0.36,1,33.82,33.5,33.82,False,False
20-01-2025 10:00,EMKEL,16.05,16.5,16.01,16.46,1559243.0,0.04,0.41,0.11,256.52,0.41,561655.0,177.62,True,80.7,2025-01-20,16.0,2.88,0,,14.97,ATH,False,False
20-01-2025 10:00,TOASO,206.6,216.0,206.3,214.6,2590180.0,1.4,8.0,0.77,938.96,8.0,572810.8,352.19,True,76.65,2025-01-20,206.2,4.07,0,,195.0,215.7,False,False
20-01-2025 10:00,FROTO,923.0,928.5,919.5,927.0,242644.0,1.5,4.0,0.25,1500.0,4.0,90342.7,168.58,True,60.1,2025-01-20,922.0,0.54,0,,910.0,929.5,False,False
20-01-2025 10:00,BSOKE,10.13,11.0,10.13,10.85,9136980.0,0.15,0.72,0.07,872.97,0.72,1251972.2,629.81,True,76.95,2025-01-20,10.14,7.0,0,,9.99,11.9,False,False
20-01-2025 10:00,GWIND,30.62,31.04,30.62,30.94,448050.0,0.1,0.32,0.05,595.65,0.32,180558.0,148.15,True,72.3,2025-01-20,30.6,1.11,1,31.04,29.66,31.04,False,False
20-01-2025 10:00,HRKET,71.7,73.2,71.7,72.95,749237.0,0.25,1.25,0.18,575.68,1.25,186336.4,302.09,True,67.26,2025-01-20,71.45,2.1,0,,70.1,74.0,False,False
20-01-2025 10:00,AVPGY,57.8,58.9,57.7,58.7,518359.0,0.2,0.9,0.24,275.0,0.9,230014.4,125.36,True,75.47,2025-01-20,57.8,1.56,0,,56.0,ATH,False,False
20-01-2025 10:00,CEMTS,9.26,9.41,9.26,9.39,579271.0,0.02,0.13,0.01,900.0,0.13,200562.0,188.82,True,67.27,2025-01-20,9.26,1.4,0,,9.23,9.4,False,False
20-01-2025 10:00,SMART,28.3,28.96,28.22,28.96,149421.0,0.0,0.66,0.07,791.89,0.66,63605.2,134.92,True,68.97,2025-01-20,28.28,2.4,0,,28.04,29.6,False,False
20-01-2025 10:00,SEYKM,3.23,3.29,3.22,3.28,714523.0,0.01,0.05,0.01,614.29,0.05,228447.0,212.77,True,56.5,2025-01-20,3.25,0.92,0,,3.19,3.33,False,False
20-01-2025 10:00,YKSLN,7.4,7.44,7.35,7.43,294419.0,0.01,0.03,0.01,400.0,0.03,96688.6,204.5,True,55.96,2025-01-20,7.38,0.68,0,,7.27,7.45,False,False
20-01-2025 10:00,MAKTK,6.82,6.87,6.81,6.86,699378.0,0.01,0.04,0.01,471.43,0.04,307352.4,127.55,True,57.82,2025-01-20,6.81,0.73,0,,6.75,6.88,False,False
20-01-2025 10:00,SANFM,45.32,47.16,45.16,46.78,420703.0,0.38,1.46,0.14,957.97,1.46,95101.7,342.37,True,50.73,2025-01-20,46.2,1.26,2,45.16,45.16,48.04,False,False
20-01-2025 10:00,MOBTL,4.22,4.3,4.22,4.29,1840009.0,0.01,0.07,0.01,438.46,0.07,784576.5,134.52,True,76.42,2025-01-20,4.21,1.9,0,,4.08,4.38,False,False
20-01-2025 10:00,PRKME,22.0,22.16,21.84,22.14,178669.0,0.02,0.14,0.02,775.0,0.14,101635.7,75.79,True,56.76,2025-01-20,21.88,1.19,0,,21.62,22.32,False,False
