Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
19-08-2025 15:00,GSDHO,4.49,4.6,4.47,4.59,4270758.0,0.01,0.1,0.02,400.0,0.1,2259527.3,89.01,0.1,True,61.28,2025-08-19,4.57,0.44,0,,4.43,4.6,False,False
19-08-2025 15:00,BALSU,24.48,25.18,24.46,25.04,3124360.0,0.14,0.56,0.0,27900.0,0.56,907657.7,244.22,0.25,True,57.76,2025-08-19,24.62,1.71,0,,24.38,25.28,False,False
19-08-2025 15:00,ATLAS,6.2,6.38,6.19,6.38,181461.0,0.0,0.18,0.0,5900.0,0.18,109863.8,65.17,0.0,True,60.29,2025-08-19,6.07,5.11,0,,6.0,ATH,False,False
19-08-2025 14:00,MARTI,4.15,4.26,4.12,4.26,7574311.0,0.0,0.11,0.01,746.15,0.11,4526104.8,67.35,0.0,True,65.26,2025-08-19,4.09,4.16,0,,4.05,4.45,False,False
19-08-2025 14:00,RUZYE,9.51,10.46,9.45,10.38,10095144.0,0.08,0.87,0.05,1511.11,0.87,4117012.9,145.21,0.09,True,69.33,2025-08-19,9.96,4.22,0,,8.43,ATH,False,False
19-08-2025 14:00,DAGI,5.85,6.14,5.82,6.12,8213410.0,0.02,0.27,0.04,558.54,0.27,1603667.2,412.16,0.07,True,77.63,2025-08-19,5.68,7.75,0,,5.6,ATH,False,False
19-08-2025 14:00,CRDFA,20.26,20.9,20.26,20.82,264793.0,0.08,0.56,0.15,275.84,0.56,166873.4,58.68,0.14,True,71.12,2025-08-19,19.5,6.77,0,,19.17,ATH,False,False
19-08-2025 14:00,KOTON,16.64,17.13,16.63,17.03,4701529.0,0.1,0.39,0.06,596.43,0.39,895056.5,425.28,0.26,True,81.09,2025-08-19,16.51,3.15,0,,16.01,ATH,False,False
19-08-2025 14:00,BMSCH,14.38,15.34,14.35,15.12,1507652.0,0.22,0.74,0.08,813.58,0.74,315559.4,377.77,0.3,True,71.66,2025-08-19,14.25,6.11,0,,14.06,16.5,True,False
19-08-2025 14:00,HUBVC,2.43,2.61,2.42,2.59,4640846.0,0.02,0.16,0.02,700.0,0.16,1130798.7,310.4,0.13,True,66.9,2025-08-19,2.47,4.86,0,,2.37,ATH,False,False
19-08-2025 14:00,ENTRA,12.65,13.15,12.59,13.01,20239951.0,0.14,0.36,0.08,373.68,0.36,6026583.2,235.84,0.39,True,80.47,2025-08-19,12.18,6.81,0,,11.63,ATH,False,False
19-08-2025 13:00,SANKO,23.76,24.46,23.76,24.32,230872.0,0.14,0.56,0.01,5500.0,0.56,125494.4,83.97,0.25,True,67.21,2025-08-19,23.88,1.84,0,,22.3,24.5,False,False
19-08-2025 13:00,ELITE,37.24,38.68,37.2,38.6,947716.0,0.08,1.36,0.19,608.33,1.36,267405.0,254.41,0.06,True,82.68,2025-08-19,36.98,4.38,0,,36.06,39.4,False,False
19-08-2025 13:00,MEDTR,30.82,31.48,30.74,31.42,461369.0,0.06,0.6,0.04,1328.57,0.6,192656.9,139.48,0.1,True,43.01,2025-08-19,30.84,1.88,0,,30.8,33.26,True,False
19-08-2025 13:00,TCKRC,58.35,59.8,58.2,59.65,613369.0,0.15,1.3,0.19,566.67,1.3,182295.2,236.47,0.12,True,70.4,2025-08-19,58.0,2.84,0,,56.95,60.25,False,False
