Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,Tarih1,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
19-09-2025 09:00,VAKFN,1.91,2.06,1.9,2.04,436037730.0,0.02,0.13,0.0,8566.67,0.13,146510121.47,197.62,0.15,True,60.17,-0.01,0.01,-0.02,2025-09-19,7.37,0,,1.88,2.07,False,False
19-09-2025 09:00,BIENY,43.5,47.58,42.68,47.58,15144466.0,0.0,4.08,0.41,904.93,4.08,8093099.1,87.13,0.0,True,60.14,0.15,0.44,-0.29,2025-09-19,9.99,0,,41.56,49.76,False,False
19-09-2025 09:00,AVPGY,63.3,67.15,63.0,67.15,1894967.0,0.0,3.85,0.34,1049.25,3.85,1152558.9,64.41,0.0,True,62.62,-0.05,0.42,-0.47,2025-09-19,6.25,0,,62.85,68.3,False,False
19-09-2025 09:00,SILVR,24.0,25.54,23.22,25.54,2694422.0,0.0,1.54,0.39,296.91,1.54,720983.3,273.71,0.0,True,74.14,0.47,0.35,0.12,2025-09-19,9.99,0,,20.12,ATH,False,False
19-09-2025 09:00,KTSKR,76.2,82.85,76.2,82.85,1911472.0,0.0,6.65,0.78,747.13,6.65,731742.3,161.22,0.0,True,76.91,2.09,1.06,1.03,2025-09-19,9.3,0,,66.25,ATH,False,False
19-09-2025 09:00,SELVA,2.99,3.28,2.88,3.28,40283985.0,0.0,0.29,0.07,308.45,0.29,14845731.2,171.35,0.0,True,71.27,0.05,0.06,-0.01,2025-09-19,9.7,0,,2.65,ATH,False,False
19-09-2025 09:00,KRDMD,28.36,30.0,28.2,30.0,131643009.0,0.0,1.64,0.24,589.08,1.64,67859407.7,93.99,0.0,True,64.75,0.02,0.21,-0.19,2025-09-19,6.69,0,,27.28,31.58,False,False
19-09-2025 09:00,ERBOS,191.0,208.4,190.5,207.8,404733.0,0.6,16.8,0.56,2900.0,16.8,146730.6,175.83,0.04,True,65.48,4.27,0.47,3.8,2025-09-19,9.37,0,,176.7,ATH,False,False
19-09-2025 09:00,HRKET,81.05,88.05,80.55,88.05,6147500.0,0.0,7.0,0.68,937.04,7.0,1722175.3,256.96,0.0,True,64.7,0.2,0.63,-0.43,2025-09-19,9.99,0,,78.5,89.0,False,False
19-09-2025 09:00,ENTRA,11.15,12.26,11.08,12.09,30588433.0,0.17,0.94,0.02,5429.41,0.94,13536792.3,125.97,0.18,True,55.35,-0.19,-0.01,-0.18,2025-09-19,8.43,0,,10.65,13.65,False,False
19-09-2025 09:00,MACKO,39.64,41.62,38.82,41.54,2011741.0,0.08,1.9,0.33,475.76,1.9,729842.7,175.64,0.04,True,62.44,0.22,0.28,-0.06,2025-09-19,5.81,0,,34.94,43.34,False,False
