Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
23-10-2025 17:00,BORLS,26.9,27.76,26.84,27.74,1375595.0,0.02,0.84,0.12,600.0,0.84,420196.2,227.37,0.02,True,71.49,0.18,0.09,0.09,2025-10-23,26.3,5.48,0,,26.24,ATH,False,False
23-10-2025 17:00,SEYKM,5.59,6.33,5.58,6.33,1477917.0,0.0,0.74,0.06,1113.11,0.74,226725.2,551.85,0.0,True,70.54,0.0,0.04,-0.04,2025-10-23,5.76,9.9,0,,5.44,6.77,False,False
23-10-2025 17:00,KONKA,50.25,51.15,50.2,51.0,176339.0,0.15,0.75,0.08,900.0,0.75,59921.6,194.28,0.2,True,54.21,-0.15,0.0,-0.15,2025-10-23,50.6,0.79,0,,49.7,51.8,False,False
23-10-2025 17:00,BLCYT,23.88,24.58,23.8,24.38,599086.0,0.2,0.5,0.06,762.07,0.5,114346.4,423.92,0.4,True,64.64,0.14,0.03,0.11,2025-10-23,23.6,3.31,0,,23.12,24.54,False,False
23-10-2025 17:00,EDATA,5.04,5.31,5.0,5.31,3194453.0,0.0,0.27,0.01,1828.57,0.27,1206175.2,164.84,0.0,True,56.71,-0.03,-0.0,-0.03,2025-10-23,5.22,1.72,0,,5.17,5.32,False,False
23-10-2025 17:00,EUKYO,16.65,17.21,16.24,17.19,100253.0,0.02,0.54,0.05,958.82,0.54,60585.8,65.47,0.04,True,52.54,-0.05,-0.08,0.02,2025-10-23,16.99,1.18,0,,15.0,18.45,False,False
23-10-2025 17:00,IZENR,8.2,8.5,8.16,8.44,4963052.0,0.06,0.24,0.01,4700.0,0.24,1238624.1,300.69,0.25,True,58.96,0.0,0.01,-0.01,2025-10-23,8.36,0.96,0,,7.97,8.87,False,False
23-10-2025 17:00,HKTM,11.77,12.45,11.77,12.27,5568902.0,0.18,0.5,0.06,681.25,0.5,906724.3,514.18,0.36,True,80.71,0.05,0.05,0.0,2025-10-23,11.67,5.14,0,,11.51,12.29,False,False
23-10-2025 16:00,ALARK,79.4,80.2,79.2,80.0,888518.0,0.2,0.6,0.02,3900.0,0.6,448593.6,98.07,0.33,True,61.26,0.32,-0.02,0.34,2025-10-23,79.4,0.76,0,,77.7,80.15,False,False
23-10-2025 16:00,TABGD,239.1,244.7,239.1,243.1,223256.0,1.6,4.0,0.03,13233.33,4.0,74339.4,200.32,0.4,True,59.34,0.9,-0.47,1.37,2025-10-23,241.8,0.54,0,,228.0,245.2,False,False
