Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,Tarih1,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
14-08-2025 09:00,A1CAP,11.15,12.26,11.06,12.26,51579726.0,0.0,1.11,0.18,513.26,1.11,33911151.3,52.1,0.0,True,76.57,2025-08-14,9.96,0,,8.0,ATH,False,False
14-08-2025 09:00,LUKSK,99.0,107.9,96.55,107.8,1097756.0,0.1,8.8,1.53,477.05,8.8,558720.8,96.48,0.01,True,82.53,2025-08-14,8.89,0,,73.0,ATH,False,False
14-08-2025 09:00,DESPC,56.0,61.0,56.0,60.5,1528034.0,0.5,4.5,0.38,1084.21,4.5,713089.0,114.28,0.11,True,75.91,2025-08-14,7.46,0,,43.7,ATH,False,False
14-08-2025 09:00,DOHOL,18.2,18.99,18.09,18.99,32411381.0,0.0,0.79,0.29,170.55,0.79,19353094.5,67.47,0.0,True,81.83,2025-08-14,4.8,0,,14.9,ATH,False,False
14-08-2025 09:00,ECILC,50.2,54.65,49.94,53.65,17588894.0,1.0,3.45,0.31,1027.45,3.45,6280979.6,180.03,0.29,True,67.01,2025-08-14,6.77,0,,40.4,54.9,False,False
14-08-2025 09:00,EDATA,6.3,6.98,6.13,6.98,63720167.0,0.0,0.68,0.13,419.08,0.68,26506480.8,140.39,0.0,True,82.02,2025-08-14,9.92,0,,3.81,ATH,False,False
14-08-2025 09:00,EFORC,102.1,124.7,102.1,124.7,5686086.0,0.0,22.6,1.65,1269.7,22.6,3628926.6,56.69,0.0,True,43.23,2025-08-14,9.96,0,,ATL,ATH,False,False
14-08-2025 09:00,SRVGY,3.47,3.81,3.43,3.8,248747738.0,0.01,0.33,0.04,746.15,0.33,98340058.9,152.95,0.03,True,70.19,2025-08-14,9.51,0,,2.5,ATH,False,False
14-08-2025 09:00,ODINE,129.5,139.5,129.5,137.8,3594365.0,1.7,8.3,0.5,1560.0,8.3,2062548.9,74.27,0.2,True,83.22,2025-08-14,6.57,0,,69.0,ATH,False,False
14-08-2025 09:00,NETAS,55.5,59.65,53.65,59.65,3303761.0,0.0,4.15,0.2,1975.0,4.15,809856.3,307.94,0.0,True,65.05,2025-08-14,9.95,0,,43.18,ATH,False,False
14-08-2025 09:00,ATATP,98.15,107.5,97.9,105.5,1641699.0,2.0,7.35,1.05,596.68,7.35,870931.9,88.5,0.27,True,77.01,2025-08-14,7.6,0,,71.7,ATH,False,False
14-08-2025 09:00,GRNYO,8.77,9.64,8.7,9.5,2136363.0,0.14,0.73,0.08,848.05,0.73,726643.2,194.0,0.19,True,73.96,2025-08-14,8.32,0,,7.85,9.69,False,False
14-08-2025 09:00,ASTOR,111.5,115.0,110.8,114.8,18349966.0,0.2,3.3,0.45,633.33,3.3,11771803.8,55.88,0.06,True,80.51,2025-08-14,1.86,0,,89.5,115.0,False,False
14-08-2025 09:00,VBTYZ,24.32,26.0,24.16,25.76,5820100.0,0.24,1.44,0.1,1369.39,1.44,2772532.9,109.92,0.17,True,69.38,2025-08-14,5.92,0,,20.06,25.98,False,False
14-08-2025 09:00,IEYHO,14.32,15.63,14.1,15.63,56791117.0,0.0,1.31,0.23,477.09,1.31,29925931.7,89.77,0.0,True,72.39,2025-08-14,9.99,0,,11.42,15.91,False,False
