Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,Tarih1,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
03-03-2025 09:00,KTLEV,61.4,65.0,59.2,64.65,9212287.0,0.35,3.25,0.61,437.19,3.25,3909762.1,135.62,0.11,True,62.32,2025-03-03,6.16,0,,56.6,68.15,False,False
03-03-2025 09:00,AKBNK,68.25,74.0,68.2,73.0,189115602.0,1.0,4.75,0.66,614.29,4.75,90792855.8,108.29,0.21,True,73.17,2025-03-03,8.47,0,,61.6,ATH,False,False
03-03-2025 09:00,ASELS,94.0,99.55,93.55,98.05,78386555.0,1.5,4.05,1.45,178.35,4.05,52097905.3,50.46,0.37,True,74.33,2025-03-03,4.92,0,,77.25,ATH,False,False
03-03-2025 09:00,PINSU,6.6,7.18,6.51,7.02,6903904.0,0.16,0.42,0.06,588.52,0.42,1976253.7,249.34,0.38,True,66.83,2025-03-03,6.04,0,,6.32,7.07,False,False
03-03-2025 09:00,AKYHO,3.43,3.85,3.33,3.85,14756900.0,0.0,0.42,0.06,546.15,0.42,7584566.6,94.56,0.0,True,74.87,2025-03-03,10.0,0,,2.4,ATH,False,False
03-03-2025 09:00,BRMEN,4.54,4.8,4.54,4.8,415799.0,0.0,0.26,0.01,1900.0,0.26,174592.9,138.15,0.0,True,45.46,2025-03-03,5.49,0,,4.67,5.4,True,True
03-03-2025 09:00,SEGMN,20.92,21.96,20.56,21.78,2341475.0,0.18,0.86,0.12,616.67,0.86,1385430.0,69.01,0.21,True,62.7,2025-03-03,4.11,0,,21.02,25.14,False,False
03-03-2025 09:00,TGSAS,54.8,60.2,53.05,60.2,167741.0,0.0,5.4,0.45,1086.81,5.4,70211.6,138.91,0.0,True,61.6,2025-03-03,9.85,0,,60.1,63.9,True,True
03-03-2025 09:00,MARBL,11.69,12.1,11.55,12.05,5635082.0,0.05,0.36,0.0,8900.0,0.36,2553700.6,120.66,0.14,True,53.06,2025-03-03,4.33,0,,11.37,12.15,True,True
03-03-2025 09:00,MTRKS,19.51,21.28,19.35,20.86,3878889.0,0.42,1.35,0.16,723.17,1.35,1062446.6,265.09,0.31,True,61.09,2025-03-03,7.8,0,,16.63,23.36,True,False
28-02-2025 09:00,ALCTL,136.3,148.2,135.2,147.8,823443.0,0.4,11.5,0.54,2029.63,11.5,507287.0,62.32,0.03,True,61.83,2025-02-28,8.92,0,,130.2,148.1,False,False
