Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
03-10-2025 16:00,BORLS,24.98,25.56,24.98,25.54,936109.0,0.02,0.56,0.09,522.22,0.56,307666.0,204.26,0.04,True,72.06,0.21,0.08,0.14,2025-10-03,24.32,5.02,0,,24.24,ATH,False,False
03-10-2025 15:00,SURGY,44.38,44.88,44.34,44.76,312658.0,0.12,0.38,0.01,3066.67,0.38,132038.7,136.79,0.32,True,49.36,-0.24,0.03,-0.27,2025-10-03,44.3,1.04,0,,44.7,46.3,False,False
03-10-2025 15:00,DERHL,18.09,18.75,18.06,18.74,2264732.0,0.01,0.65,0.04,1485.37,0.65,1356161.5,67.0,0.02,True,61.27,-0.11,0.05,-0.16,2025-10-03,18.08,3.65,0,,18.23,18.75,True,True
03-10-2025 15:00,SKBNK,6.63,6.95,6.63,6.86,16793344.0,0.09,0.23,0.01,2455.56,0.23,4017083.1,318.05,0.39,True,58.78,-0.03,0.01,-0.04,2025-10-03,6.72,2.08,0,,6.63,7.01,True,True
03-10-2025 15:00,ESCAR,19.94,21.32,19.92,21.2,5868630.0,0.12,1.26,0.13,847.37,1.26,1142516.5,413.66,0.1,True,79.86,0.11,0.1,0.0,2025-10-03,19.78,7.18,0,,19.58,ATH,False,False
03-10-2025 15:00,VSNMD,145.1,158.8,145.1,158.2,4542438.0,0.6,13.1,0.69,1798.55,13.1,950477.5,377.91,0.05,True,53.99,-5.08,1.27,-6.34,2025-10-03,150.0,5.47,0,,ATL,195.0,True,True
03-10-2025 14:00,OZYSR,32.52,33.1,32.5,32.96,478192.0,0.14,0.44,0.1,348.98,0.44,112689.0,324.35,0.32,True,67.52,0.2,0.09,0.11,2025-10-03,31.94,3.19,0,,31.0,33.58,False,False
03-10-2025 14:00,DERIM,41.28,42.1,41.12,41.98,262616.0,0.12,0.7,0.03,1958.82,0.7,125258.9,109.66,0.17,True,60.92,-0.03,0.06,-0.09,2025-10-03,40.56,3.5,0,,40.48,42.1,False,False
03-10-2025 14:00,MOBTL,6.99,7.24,6.95,7.23,1978615.0,0.01,0.24,0.02,1100.0,0.24,510432.6,287.63,0.04,True,62.34,0.0,0.01,-0.0,2025-10-03,6.98,3.58,0,,6.75,7.4,False,False
03-10-2025 13:00,DESA,15.14,15.42,15.09,15.4,577654.0,0.02,0.26,0.06,364.29,0.26,247676.6,133.23,0.08,True,70.76,0.05,0.06,-0.01,2025-10-03,14.7,4.76,0,,14.52,15.83,False,False
