Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,Tarih1,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
23-06-2025 09:00,BMSCH,14.44,15.88,14.4,15.88,2124776.0,0.0,1.44,0.53,174.29,1.44,1097455.8,93.61,0.0,True,78.85,2025-06-23,9.97,0,,10.31,ATH,False,False
23-06-2025 09:00,IMASM,2.9,3.21,2.83,3.13,78832920.0,0.08,0.23,0.03,820.0,0.23,40446958.7,94.9,0.35,True,56.61,2025-06-23,6.83,0,,2.67,3.75,False,False
23-06-2025 09:00,ADESE,8.45,9.43,8.27,9.43,63742045.0,0.0,0.98,0.13,648.09,0.98,42133260.8,51.29,0.0,True,80.03,2025-06-23,9.52,0,,2.5,ATH,False,False
23-06-2025 09:00,EGEPO,6.6,7.28,6.37,7.2,21110682.0,0.08,0.6,0.08,650.0,0.6,7821059.4,169.92,0.13,True,65.15,2025-06-23,8.6,0,,6.02,7.25,False,False
23-06-2025 09:00,OYLUM,8.42,9.57,8.1,9.41,2978626.0,0.16,0.99,0.33,201.83,0.99,1786687.4,66.71,0.16,True,71.91,2025-06-23,8.16,0,,7.0,ATH,False,False
23-06-2025 09:00,VKING,26.72,28.62,26.72,28.62,237855.0,0.0,1.9,0.06,3175.86,1.9,81415.7,192.15,0.0,True,59.06,2025-06-23,9.99,0,,25.6,30.32,False,False
23-06-2025 09:00,SKBNK,5.09,5.4,5.03,5.4,56183490.0,0.0,0.31,0.08,282.72,0.31,31102263.0,80.64,0.0,True,65.15,2025-06-23,5.47,0,,4.88,5.74,False,False
23-06-2025 09:00,MERKO,12.71,13.87,12.63,13.74,7866458.0,0.13,1.03,0.05,1919.61,1.03,5189884.8,51.57,0.13,True,48.1,2025-06-23,5.61,0,,12.96,19.96,True,True
20-06-2025 09:00,EUPWR,24.3,25.56,24.3,25.42,8847349.0,0.14,1.12,0.01,18566.67,1.12,3846092.9,130.03,0.12,True,44.21,2025-06-20,5.74,0,,24.28,29.6,False,False
20-06-2025 09:00,SRVGY,2.55,2.73,2.52,2.7,45036447.0,0.03,0.15,0.01,2042.86,0.15,24522772.2,83.65,0.2,True,49.14,2025-06-20,8.0,0,,2.35,2.84,False,False
20-06-2025 09:00,CEOEM,23.46,25.68,23.46,25.68,2116262.0,0.0,2.22,0.03,6837.5,2.22,1003678.3,110.85,0.0,True,45.77,2025-06-20,9.93,0,,25.1,32.04,True,True
20-06-2025 09:00,KRSTL,6.05,6.53,6.01,6.53,24091024.0,0.0,0.48,0.01,3328.57,0.48,6088823.3,295.66,0.0,True,51.61,2025-06-20,9.93,0,,6.28,7.69,True,True
20-06-2025 09:00,TRCAS,27.46,29.8,27.46,29.34,6172321.0,0.46,1.88,0.12,1440.98,1.88,2580753.2,139.17,0.24,True,58.2,2025-06-20,7.39,0,,25.58,32.2,False,False
20-06-2025 09:00,ENERY,6.42,7.0,6.36,7.0,104282559.0,0.0,0.58,0.17,233.33,0.58,69294134.8,50.49,0.0,True,85.29,2025-06-20,9.89,0,,4.83,ATH,False,False
20-06-2025 09:00,GENTS,23.54,25.84,23.54,25.7,17623564.0,0.14,2.16,0.27,694.12,2.16,5588222.9,215.37,0.06,True,62.58,2025-06-20,9.36,0,,20.26,26.32,False,False
20-06-2025 09:00,KOTON,14.29,15.71,14.27,15.71,9683288.0,0.0,1.42,0.13,959.7,1.42,4411207.5,119.52,0.0,True,62.93,2025-06-20,9.94,0,,14.8,16.4,False,False
20-06-2025 09:00,LILAK,20.76,22.64,20.76,22.6,11099820.0,0.04,1.84,0.06,2775.0,1.84,4381685.2,153.32,0.02,True,51.01,2025-06-20,9.71,0,,22.0,23.46,True,True
20-06-2025 09:00,KCAER,12.67,13.45,12.67,13.36,21974525.0,0.09,0.69,0.04,1582.93,0.69,14152815.7,55.27,0.13,True,51.55,2025-06-20,6.03,0,,11.65,14.95,False,False
20-06-2025 09:00,IZENR,5.92,6.45,5.9,6.3,132068552.0,0.15,0.38,0.01,3066.67,0.38,33550732.8,293.64,0.39,True,50.2,2025-06-20,7.33,0,,6.14,6.89,False,False
20-06-2025 09:00,KRDMB,24.3,26.4,24.3,26.4,5287663.0,0.0,2.1,0.37,473.77,2.1,2232809.2,136.82,0.0,True,70.35,2025-06-20,10.0,0,,21.18,28.36,False,False
20-06-2025 09:00,ENTRA,8.59,9.39,8.53,9.39,40171786.0,0.0,0.8,0.05,1468.63,0.8,12284329.6,227.02,0.0,True,51.27,2025-06-20,9.95,0,,7.4,10.66,True,True
