Tarih,Hisse,open,high,low,close,volume,YuksekKapanis_Fark,AcilisKapanis_Fark,AcilisKapanisFark_Ort,AcilisKapanisFark_OrtalamayaGoreDegisim,AcilisKapanisFarkOrt_MaxSon10,HacimOrtalama,%Hacim_HacimOrtalama,Fark_Orani,Kosul,rsi,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,Tarih1,prev_close,%Deg,isPivot,pointpos,destek,direnc,Tsinyal_Banker_Dip,Tsinyal_Banker_DipKarar
11-11-2025 15:00,BAHKM,52.35,53.25,51.2,53.25,287146.0,0.0,0.9,0.06,1536.36,0.9,105128.6,173.14,0.0,True,47.24,-0.53,0.09,-0.63,2025-11-11,52.3,1.82,0,,53.2,56.7,True,True
11-11-2025 15:00,MHRGY,3.86,4.14,3.74,4.14,4918476.0,0.0,0.28,0.01,3400.0,0.28,2630073.0,87.01,0.0,True,62.72,-0.0,-0.01,0.0,2025-11-11,4.0,3.5,0,,3.8,4.21,False,False
11-11-2025 15:00,EDATA,5.52,5.58,5.42,5.58,2362575.0,0.0,0.06,0.0,1900.0,0.06,711440.0,232.08,0.0,True,45.1,-0.03,-0.0,-0.03,2025-11-11,5.63,-0.89,0,,5.55,5.73,True,True
11-11-2025 15:00,FENER,10.38,11.15,10.36,11.15,72379397.0,0.0,0.77,0.09,719.15,0.77,10860556.1,566.44,0.0,True,80.01,0.09,0.07,0.02,2025-11-11,10.14,9.96,0,,9.89,ATH,False,False
11-11-2025 14:00,SEYKM,6.23,6.48,6.21,6.48,258116.0,0.0,0.25,0.05,431.91,0.25,96049.0,168.73,0.0,True,62.28,-0.01,0.03,-0.04,2025-11-11,6.1,6.23,0,,6.14,6.49,False,False
11-11-2025 13:00,CGCAM,34.7,35.82,34.68,35.52,751397.0,0.3,0.82,0.02,4455.56,0.82,376003.9,99.84,0.37,True,51.93,-0.41,0.12,-0.54,2025-11-11,34.78,2.13,0,,34.14,36.8,True,False
11-11-2025 12:00,KZBGY,14.0,14.28,13.99,14.22,2236585.0,0.06,0.22,0.01,3042.86,0.22,1454041.8,53.82,0.27,True,35.24,-0.4,0.03,-0.43,2025-11-11,13.95,1.94,0,,13.8,16.2,False,False
11-11-2025 12:00,KLYPV,58.3,60.85,58.2,60.75,432308.0,0.1,2.45,0.15,1533.33,2.45,143530.6,201.2,0.04,True,62.87,-0.22,0.05,-0.27,2025-11-11,58.75,3.4,0,,59.15,61.4,True,True
11-11-2025 12:00,AHGAZ,27.98,29.0,27.84,28.92,1775938.0,0.08,0.94,0.11,724.56,0.94,697493.1,154.62,0.09,True,70.21,0.05,0.12,-0.08,2025-11-11,27.62,4.71,0,,27.26,29.3,False,False
11-11-2025 12:00,AKYHO,3.06,3.18,3.06,3.18,1019523.0,0.0,0.12,0.01,1233.33,0.12,332026.3,207.06,0.0,True,60.22,-0.01,0.0,-0.02,2025-11-11,3.1,2.58,0,,3.05,3.19,False,False
